event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change
match,63,2025-05-01T19:30:00,2025,8,Essendon,North Melbourne,65.0,62.0,win,1480.7146914401235,1481.6821521180766,0.9674606779530784
match,63,2025-05-01T19:30:00,2025,8,North Melbourne,Essendon,62.0,65.0,loss,1367.4832887997666,1366.5158281218135,-0.9674606779530784
match,64,2025-05-02T19:40:00,2025,8,St Kilda,Fremantle,94.0,33.0,win,1490.7608891611505,1496.2204550004803,5.459565839329901
match,64,2025-05-02T19:40:00,2025,8,Fremantle,St Kilda,33.0,94.0,loss,1519.7664104710782,1514.3068446317484,-5.459565839329901
match,65,2025-05-03T13:20:00,2025,8,Western Bulldogs,Port Adelaide,131.0,41.0,win,1540.3300051986482,1545.5929246036292,5.26291940498091
match,65,2025-05-03T13:20:00,2025,8,Port Adelaide,Western Bulldogs,41.0,131.0,loss,1529.0409976031467,1523.7780781981658,-5.26291940498091
match,66,2025-05-03T16:15:00,2025,8,Adelaide,Carlton,110.0,50.0,win,1490.1888929364336,1495.573864939425,5.384972002991471
match,66,2025-05-03T16:15:00,2025,8,Carlton,Adelaide,50.0,110.0,loss,1516.1839283148443,1510.7989563118529,-5.384972002991471
match,67,2025-05-03T19:35:00,2025,8,Collingwood,Geelong,87.0,90.0,loss,1548.7569223505745,1546.6639267030735,-2.092995647501115
match,67,2025-05-03T19:35:00,2025,8,Geelong,Collingwood,90.0,87.0,win,1550.5316840356097,1552.6246796831108,2.092995647501115
match,68,2025-05-03T19:35:00,2025,8,West Coast,Melbourne,76.0,108.0,loss,1373.7073548285582,1369.668874916644,-4.038479911914252
match,68,2025-05-03T19:35:00,2025,8,Melbourne,West Coast,108.0,76.0,win,1501.468744842183,1505.5072247540973,4.038479911914252
match,69,2025-05-04T13:10:00,2025,8,Sydney,Greater Western Sydney,87.0,73.0,win,1549.9805822528551,1552.8248273321467,2.8442450792916767
match,69,2025-05-04T13:10:00,2025,8,Greater Western Sydney,Sydney,73.0,87.0,loss,1522.5046250156454,1519.6603799363538,-2.8442450792916767
match,70,2025-05-04T15:20:00,2025,8,Hawthorn,Richmond,109.0,44.0,win,1527.8497664779102,1530.9810506696554,3.1312841917451175
match,70,2025-05-04T15:20:00,2025,8,Richmond,Hawthorn,44.0,109.0,loss,1403.454439441382,1400.3231552496368,-3.1312841917451175
match,71,2025-05-04T19:20:00,2025,8,Brisbane Lions,Gold Coast,66.0,49.0,win,1588.1938928901081,1590.6093233414192,2.4154304513109945
match,71,2025-05-04T19:20:00,2025,8,Gold Coast,Brisbane Lions,49.0,66.0,loss,1499.082884474801,1496.6674540234899,-2.4154304513109945
match,72,2025-05-08T20:10:00,2025,9,Fremantle,Collingwood,83.0,97.0,loss,1514.3068446317484,1510.231966121629,-4.074878510119224
match,72,2025-05-08T20:10:00,2025,9,Collingwood,Fremantle,97.0,83.0,win,1546.6639267030735,1550.7388052131928,4.074878510119224
match,73,2025-05-09T19:40:00,2025,9,St Kilda,Carlton,62.0,77.0,loss,1496.2204550004803,1491.8419738925968,-4.378481107883601
match,73,2025-05-09T19:40:00,2025,9,Carlton,St Kilda,77.0,62.0,win,1510.7989563118529,1515.1774374197364,4.378481107883601
match,74,2025-05-10T13:20:00,2025,9,Melbourne,Hawthorn,56.0,91.0,loss,1505.5072247540973,1499.860134657235,-5.647090096862149
match,74,2025-05-10T13:20:00,2025,9,Hawthorn,Melbourne,91.0,56.0,win,1530.9810506696554,1536.6281407665176,5.647090096862149
match,75,2025-05-10T16:15:00,2025,9,Essendon,Sydney,71.0,63.0,win,1481.6821521180766,1484.7719707963454,3.0898186782686725
match,75,2025-05-10T16:15:00,2025,9,Sydney,Essendon,63.0,71.0,loss,1552.8248273321467,1549.735008653878,-3.0898186782686725
match,76,2025-05-10T19:35:00,2025,9,Gold Coast,Western Bulldogs,106.0,96.0,win,1496.6674540234899,1499.8613663988426,3.1939123753527245
match,76,2025-05-10T19:35:00,2025,9,Western Bulldogs,Gold Coast,96.0,106.0,loss,1545.5929246036292,1542.3990122282764,-3.1939123753527245
match,77,2025-05-10T20:10:00,2025,9,Port Adelaide,Adelaide,84.0,89.0,loss,1523.7780781981658,1520.798752965186,-2.9793252329797686
match,77,2025-05-10T20:10:00,2025,9,Adelaide,Port Adelaide,89.0,84.0,win,1495.573864939425,1498.5531901724048,2.9793252329797686
