event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change,venue
match,11110.0,1991-07-27 03:10:00+00:00,1991,19,Fitzroy,Western Bulldogs,51.0,108.0,loss,1418.2389261972967,1414.3795680726823,-3.8593581246142565,Western Oval
match,11111.0,1991-07-28 03:10:00+00:00,1991,19,Sydney,Richmond,99.0,92.0,win,1445.9588250246939,1448.347197487471,2.388372462777194,S.C.G.
match,11111.0,1991-07-28 03:10:00+00:00,1991,19,Richmond,Sydney,92.0,99.0,loss,1452.7913673221988,1450.4029948594216,-2.388372462777194,S.C.G.
match,11112.0,1991-07-28 08:40:00+00:00,1991,19,Adelaide,Essendon,108.0,81.0,win,1494.3810344222977,1498.9745812738543,4.593546851556485,Football Park
match,11112.0,1991-07-28 08:40:00+00:00,1991,19,Essendon,Adelaide,81.0,108.0,loss,1543.3035223434592,1538.7099754919027,-4.593546851556485,Football Park
match,11113.0,1991-08-03 03:10:00+00:00,1991,20,Carlton,Geelong,105.0,103.0,win,1490.6340589185866,1491.9684949918562,1.3344360732697202,Princes Park
match,11113.0,1991-08-03 03:10:00+00:00,1991,20,Geelong,Carlton,103.0,105.0,loss,1536.9953655983725,1535.6609295251028,-1.3344360732697202,Princes Park
match,11114.0,1991-08-03 03:10:00+00:00,1991,20,Essendon,Sydney,151.0,84.0,win,1538.7099754919027,1542.3460828522425,3.6361073603397203,Windy Hill
match,11114.0,1991-08-03 03:10:00+00:00,1991,20,Sydney,Essendon,84.0,151.0,loss,1448.347197487471,1444.7110901271312,-3.6361073603397203,Windy Hill
match,11115.0,1991-08-03 03:10:00+00:00,1991,20,Hawthorn,Western Bulldogs,83.0,69.0,win,1544.4379225017635,1546.9824833412833,2.544560839519915,Waverley Park
match,11115.0,1991-08-03 03:10:00+00:00,1991,20,Western Bulldogs,Hawthorn,69.0,83.0,loss,1486.8958030162541,1484.3512421767343,-2.544560839519915,Waverley Park
match,11116.0,1991-08-03 03:10:00+00:00,1991,20,North Melbourne,Melbourne,88.0,140.0,loss,1515.9459601768924,1509.3624047865583,-6.583555390334066,M.C.G.
match,11116.0,1991-08-03 03:10:00+00:00,1991,20,Melbourne,North Melbourne,140.0,88.0,win,1524.9237459616509,1531.507301351985,6.583555390334066,M.C.G.
match,11117.0,1991-08-03 08:40:00+00:00,1991,20,Brisbane Lions,Collingwood,71.0,172.0,loss,1426.668148536364,1420.6760221065842,-5.992126429779872,Carrara
match,11117.0,1991-08-03 08:40:00+00:00,1991,20,Collingwood,Brisbane Lions,172.0,71.0,win,1527.1475148862162,1533.139641315996,5.992126429779872,Carrara
match,11118.0,1991-08-04 03:10:00+00:00,1991,20,Adelaide,West Coast,80.0,95.0,loss,1498.9745812738543,1495.3864416761214,-3.5881395977329213,Football Park
match,11118.0,1991-08-04 03:10:00+00:00,1991,20,West Coast,Adelaide,95.0,80.0,win,1584.7237504622456,1588.3118900599784,3.5881395977329213,Football Park
match,11119.0,1991-08-04 03:10:00+00:00,1991,20,Richmond,Fitzroy,97.0,156.0,loss,1450.4029948594216,1442.860470904687,-7.542523954734581,M.C.G.
match,11119.0,1991-08-04 03:10:00+00:00,1991,20,Fitzroy,Richmond,156.0,97.0,win,1414.3795680726823,1421.922092027417,7.542523954734581,M.C.G.
match,11120.0,1991-08-09 08:40:00+00:00,1991,21,West Coast,Geelong,82.0,81.0,win,1588.3118900599784,1588.889956046826,0.5780659868476207,W.A.C.A.
match,11120.0,1991-08-09 08:40:00+00:00,1991,21,Geelong,West Coast,81.0,82.0,loss,1535.6609295251028,1535.0828635382552,-0.5780659868476207,W.A.C.A.
match,11121.0,1991-08-10 03:10:00+00:00,1991,21,Essendon,Brisbane Lions,157.0,112.0,win,1542.3460828522425,1545.2184432647434,2.8723604125009765,Windy Hill
match,11121.0,1991-08-10 03:10:00+00:00,1991,21,Brisbane Lions,Essendon,112.0,157.0,loss,1420.6760221065842,1417.8036616940833,-2.8723604125009765,Windy Hill
match,11122.0,1991-08-10 03:10:00+00:00,1991,21,Hawthorn,Fitzroy,195.0,69.0,win,1546.9824833412833,1550.634635335752,3.6521519944685785,Princes Park
match,11122.0,1991-08-10 03:10:00+00:00,1991,21,Fitzroy,Hawthorn,69.0,195.0,loss,1421.922092027417,1418.2699400329484,-3.6521519944685785,Princes Park
match,11123.0,1991-08-10 03:10:00+00:00,1991,21,Melbourne,Collingwood,55.0,127.0,loss,1531.507301351985,1524.2168215655795,-7.290479786405456,M.C.G.
match,11123.0,1991-08-10 03:10:00+00:00,1991,21,Collingwood,Melbourne,127.0,55.0,win,1533.139641315996,1540.4301211024015,7.290479786405456,M.C.G.
match,11124.0,1991-08-10 03:10:00+00:00,1991,21,St Kilda,Carlton,155.0,101.0,win,1510.8134127563224,1515.3225068348468,4.509094078524344,Waverley Park
match,11124.0,1991-08-10 03:10:00+00:00,1991,21,Carlton,St Kilda,101.0,155.0,loss,1491.9684949918562,1487.4594009133318,-4.509094078524344,Waverley Park
match,11125.0,1991-08-10 03:10:00+00:00,1991,21,Western Bulldogs,Adelaide,64.0,40.0,win,1484.3512421767343,1488.2795624755477,3.9283202988132704,Western Oval
match,11125.0,1991-08-10 03:10:00+00:00,1991,21,Adelaide,Western Bulldogs,40.0,64.0,loss,1495.3864416761214,1491.458121377308,-3.9283202988132704,Western Oval
match,11126.0,1991-08-11 03:10:00+00:00,1991,21,Sydney,North Melbourne,100.0,136.0,loss,1444.7110901271312,1439.5993218575188,-5.111768269612452,S.C.G.
match,11126.0,1991-08-11 03:10:00+00:00,1991,21,North Melbourne,Sydney,136.0,100.0,win,1509.3624047865583,1514.4741730561707,5.111768269612452,S.C.G.
match,11127.0,1991-08-16 08:40:00+00:00,1991,22,Adelaide,St Kilda,81.0,132.0,loss,1491.458121377308,1485.1499692353354,-6.3081521419727435,Football Park
match,11127.0,1991-08-16 08:40:00+00:00,1991,22,St Kilda,Adelaide,132.0,81.0,win,1515.3225068348468,1521.6306589768194,6.3081521419727435,Football Park
match,11128.0,1991-08-17 03:10:00+00:00,1991,22,Carlton,Essendon,84.0,88.0,loss,1487.4594009133318,1485.3277611761537,-2.1316397371780353,Waverley Park
match,11128.0,1991-08-17 03:10:00+00:00,1991,22,Essendon,Carlton,88.0,84.0,win,1545.2184432647434,1547.3500830019216,2.1316397371780353,Waverley Park
match,11129.0,1991-08-17 03:10:00+00:00,1991,22,Geelong,Sydney,115.0,88.0,win,1535.0828635382552,1537.8355154656704,2.7526519274151804,Kardinia Park
match,11129.0,1991-08-17 03:10:00+00:00,1991,22,Sydney,Geelong,88.0,115.0,loss,1439.5993218575188,1436.8466699301036,-2.7526519274151804,Kardinia Park
match,11130.0,1991-08-17 03:10:00+00:00,1991,22,Richmond,Western Bulldogs,95.0,78.0,win,1442.860470904687,1446.7473487507666,3.886877846079676,M.C.G.
match,11130.0,1991-08-17 03:10:00+00:00,1991,22,Western Bulldogs,Richmond,78.0,95.0,loss,1488.2795624755477,1484.392684629468,-3.886877846079676,M.C.G.
match,11131.0,1991-08-17 03:10:00+00:00,1991,22,Fitzroy,North Melbourne,148.0,147.0,win,1418.2699400329484,1419.19918892384,0.9292488908914964,Princes Park
match,11131.0,1991-08-17 03:10:00+00:00,1991,22,North Melbourne,Fitzroy,147.0,148.0,loss,1514.4741730561707,1513.544924165279,-0.9292488908914964,Princes Park
match,11132.0,1991-08-18 03:10:00+00:00,1991,22,Brisbane Lions,Melbourne,91.0,103.0,loss,1417.8036616940833,1414.7208606329034,-3.0828010611798917,Gabba
match,11132.0,1991-08-18 03:10:00+00:00,1991,22,Melbourne,Brisbane Lions,103.0,91.0,win,1524.2168215655795,1527.2996226267594,3.0828010611798917,Gabba
match,11133.0,1991-08-18 03:10:00+00:00,1991,22,West Coast,Hawthorn,99.0,75.0,win,1588.889956046826,1592.1993801645012,3.3094241176753227,Subiaco
match,11133.0,1991-08-18 03:10:00+00:00,1991,22,Hawthorn,West Coast,75.0,99.0,loss,1550.634635335752,1547.3252112180767,-3.3094241176753227,Subiaco
match,11134.0,1991-08-23 08:40:00+00:00,1991,23,Sydney,Fitzroy,140.0,94.0,win,1436.8466699301036,1441.1818619368257,4.3351920067220195,S.C.G.
match,11134.0,1991-08-23 08:40:00+00:00,1991,23,Fitzroy,Sydney,94.0,140.0,loss,1419.19918892384,1414.863996917118,-4.3351920067220195,S.C.G.
match,11135.0,1991-08-24 03:10:00+00:00,1991,23,Carlton,Hawthorn,58.0,156.0,loss,1485.3277611761537,1478.6353136433731,-6.69244753278061,Princes Park
match,11135.0,1991-08-24 03:10:00+00:00,1991,23,Hawthorn,Carlton,156.0,58.0,win,1547.3252112180767,1554.0176587508572,6.69244753278061,Princes Park
match,11136.0,1991-08-24 03:10:00+00:00,1991,23,Collingwood,Richmond,126.0,93.0,win,1540.4301211024015,1543.380623010215,2.95050190781362,Victoria Park
match,11136.0,1991-08-24 03:10:00+00:00,1991,23,Richmond,Collingwood,93.0,126.0,loss,1446.7473487507666,1443.796846842953,-2.95050190781362,Victoria Park
match,11137.0,1991-08-24 03:10:00+00:00,1991,23,North Melbourne,Geelong,58.0,90.0,loss,1513.544924165279,1508.030825320853,-5.514098844426104,Waverley Park
match,11137.0,1991-08-24 03:10:00+00:00,1991,23,Geelong,North Melbourne,90.0,58.0,win,1537.8355154656704,1543.3496143100965,5.514098844426104,Waverley Park
match,11138.0,1991-08-24 03:10:00+00:00,1991,23,St Kilda,Brisbane Lions,174.0,54.0,win,1521.6306589768194,1525.5313952347644,3.9007362579449145,Moorabbin Oval
match,11138.0,1991-08-24 03:10:00+00:00,1991,23,Brisbane Lions,St Kilda,54.0,174.0,loss,1414.7208606329034,1410.8201243749584,-3.9007362579449145,Moorabbin Oval
match,11139.0,1991-08-25 03:10:00+00:00,1991,23,West Coast,Essendon,115.0,52.0,win,1592.1993801645012,1596.4719887593214,4.272608594820167,Subiaco
match,11139.0,1991-08-25 03:10:00+00:00,1991,23,Essendon,West Coast,52.0,115.0,loss,1547.3500830019216,1543.0774744071014,-4.272608594820167,Subiaco
match,11140.0,1991-08-25 03:10:00+00:00,1991,23,Western Bulldogs,Melbourne,45.0,56.0,loss,1484.392684629468,1480.7918568057303,-3.6008278237376596,Western Oval
match,11140.0,1991-08-25 03:10:00+00:00,1991,23,Melbourne,Western Bulldogs,56.0,45.0,win,1527.2996226267594,1530.9004504504971,3.6008278237376596,Western Oval
match,11141.0,1991-08-31 03:10:00+00:00,1991,24,Essendon,Hawthorn,63.0,143.0,loss,1543.0774744071014,1535.7634119520917,-7.314062455009554,Waverley Park
match,11141.0,1991-08-31 03:10:00+00:00,1991,24,Hawthorn,Essendon,143.0,63.0,win,1554.0176587508572,1561.3317212058669,7.314062455009554,Waverley Park
match,11142.0,1991-08-31 03:10:00+00:00,1991,24,Geelong,Collingwood,107.0,66.0,win,1543.3496143100965,1547.8101596244744,4.460545314377893,Kardinia Park
match,11142.0,1991-08-31 03:10:00+00:00,1991,24,Collingwood,Geelong,66.0,107.0,loss,1543.380623010215,1538.920077695837,-4.460545314377893,Kardinia Park
match,11143.0,1991-08-31 03:10:00+00:00,1991,24,Richmond,Carlton,138.0,123.0,win,1443.796846842953,1447.39150500862,3.594658165666839,M.C.G.
match,11143.0,1991-08-31 03:10:00+00:00,1991,24,Carlton,Richmond,123.0,138.0,loss,1478.6353136433731,1475.0406554777062,-3.594658165666839,M.C.G.
match,11144.0,1991-08-31 03:10:00+00:00,1991,24,St Kilda,Sydney,158.0,119.0,win,1525.5313952347644,1528.750014060086,3.218618825321587,Moorabbin Oval
match,11144.0,1991-08-31 03:10:00+00:00,1991,24,Sydney,St Kilda,119.0,158.0,loss,1441.1818619368257,1437.9632431115042,-3.218618825321587,Moorabbin Oval
match,11145.0,1991-08-31 03:10:00+00:00,1991,24,Fitzroy,West Coast,99.0,89.0,win,1414.863996917118,1419.272791453322,4.408794536204206,Princes Park
match,11145.0,1991-08-31 03:10:00+00:00,1991,24,West Coast,Fitzroy,89.0,99.0,loss,1596.4719887593214,1592.0631942231173,-4.408794536204206,Princes Park
match,11146.0,1991-08-31 08:40:00+00:00,1991,24,Brisbane Lions,Western Bulldogs,62.0,98.0,loss,1410.8201243749584,1405.7876600632264,-5.032464311731949,Carrara
match,11146.0,1991-08-31 08:40:00+00:00,1991,24,Western Bulldogs,Brisbane Lions,98.0,62.0,win,1480.7918568057303,1485.8243211174622,5.032464311731949,Carrara
match,11147.0,1991-09-01 03:10:00+00:00,1991,24,Adelaide,North Melbourne,180.0,107.0,win,1485.1499692353354,1490.754150399182,5.604181163846633,Football Park
match,11147.0,1991-09-01 03:10:00+00:00,1991,24,North Melbourne,Adelaide,107.0,180.0,loss,1508.030825320853,1502.4266441570064,-5.604181163846633,Football Park
match,11148.0,1991-09-07 03:30:00+00:00,1991,Finals,Melbourne,Essendon,113.0,75.0,win,1530.9004504504971,1535.3357708312278,4.435320380730598,Waverley Park
match,11148.0,1991-09-07 03:30:00+00:00,1991,Finals,Essendon,Melbourne,75.0,113.0,loss,1535.7634119520917,1531.328091571361,-4.435320380730598,Waverley Park
match,11149.0,1991-09-08 03:30:00+00:00,1991,Finals,Geelong,St Kilda,104.0,97.0,win,1547.8101596244744,1549.9961752572965,2.186015632822038,Waverley Park
match,11149.0,1991-09-08 03:30:00+00:00,1991,Finals,St Kilda,Geelong,97.0,104.0,loss,1528.750014060086,1526.5639984272639,-2.186015632822038,Waverley Park
match,11150.0,1991-09-08 03:30:00+00:00,1991,Finals,West Coast,Hawthorn,101.0,124.0,loss,1592.0631942231173,1586.4087720699276,-5.654422153189566,Subiaco
match,11150.0,1991-09-08 03:30:00+00:00,1991,Finals,Hawthorn,West Coast,124.0,101.0,win,1561.3317212058669,1566.9861433590565,5.654422153189566,Subiaco
match,11151.0,1991-09-14 03:30:00+00:00,1991,Finals,Hawthorn,Geelong,95.0,93.0,win,1566.9861433590565,1568.0722350372253,1.0860916781687333,Waverley Park
match,11151.0,1991-09-14 03:30:00+00:00,1991,Finals,Geelong,Hawthorn,93.0,95.0,loss,1549.9961752572965,1548.9100835791278,-1.0860916781687333,Waverley Park
match,11152.0,1991-09-15 03:30:00+00:00,1991,Finals,West Coast,Melbourne,117.0,79.0,win,1586.4087720699276,1590.0447877890101,3.6360157190823674,Waverley Park
match,11152.0,1991-09-15 03:30:00+00:00,1991,Finals,Melbourne,West Coast,79.0,117.0,loss,1535.3357708312278,1531.6997551121453,-3.6360157190823674,Waverley Park
match,11153.0,1991-09-21 03:30:00+00:00,1991,Finals,Geelong,West Coast,64.0,79.0,loss,1548.9100835791278,1544.825111302116,-4.084972277011657,Waverley Park
match,11153.0,1991-09-21 03:30:00+00:00,1991,Finals,West Coast,Geelong,79.0,64.0,win,1590.0447877890101,1594.1297600660218,4.084972277011657,Waverley Park
match,11154.0,1991-09-28 03:50:00+00:00,1991,Finals,Hawthorn,West Coast,139.0,86.0,win,1568.0722350372253,1573.285018490875,5.212783453649689,Waverley Park
match,11154.0,1991-09-28 03:50:00+00:00,1991,Finals,West Coast,Hawthorn,86.0,139.0,loss,1594.1297600660218,1588.916976612372,-5.212783453649689,Waverley Park
match,11155.0,1992-03-21 03:10:00+00:00,1992,1,Hawthorn,Geelong,141.0,121.0,win,1536.6425092454374,1540.0346334050232,3.3921241595857197,Waverley Park
match,11155.0,1992-03-21 03:10:00+00:00,1992,1,Geelong,Hawthorn,121.0,141.0,loss,1522.412555651058,1519.0204314914722,-3.3921241595857197,Waverley Park
match,11156.0,1992-03-21 08:40:00+00:00,1992,1,Brisbane Lions,Carlton,68.0,92.0,loss,1452.893830031613,1447.9929803305272,-4.900849701085873,Carrara
match,11156.0,1992-03-21 08:40:00+00:00,1992,1,Carlton,Brisbane Lions,92.0,68.0,win,1487.5203277388532,1492.4211774399391,4.900849701085873,Carrara
match,11157.0,1992-03-22 03:10:00+00:00,1992,1,Adelaide,Western Bulldogs,87.0,114.0,loss,1495.377075199591,1489.788316780925,-5.5887584186659245,Football Park
match,11157.0,1992-03-22 03:10:00+00:00,1992,1,Western Bulldogs,Adelaide,114.0,87.0,win,1492.912160558731,1498.500918977397,5.5887584186659245,Football Park
match,11158.0,1992-03-22 03:10:00+00:00,1992,1,St Kilda,Essendon,128.0,111.0,win,1513.281999213632,1516.6723300290269,3.390330815394826,Waverley Park
match,11158.0,1992-03-22 03:10:00+00:00,1992,1,Essendon,St Kilda,111.0,128.0,loss,1515.6640457856806,1512.2737149702857,-3.390330815394826,Waverley Park
match,11159.0,1992-03-28 03:10:00+00:00,1992,2,Carlton,Hawthorn,115.0,89.0,win,1492.4211774399391,1496.9420806665305,4.520903226591346,Princes Park
match,11159.0,1992-03-28 03:10:00+00:00,1992,2,Hawthorn,Carlton,89.0,115.0,loss,1540.0346334050232,1535.5137301784318,-4.520903226591346,Princes Park
match,11160.0,1992-03-28 03:10:00+00:00,1992,2,Collingwood,Brisbane Lions,154.0,88.0,win,1519.4600388479184,1523.3656207270326,3.905581879114147,Victoria Park
match,11160.0,1992-03-28 03:10:00+00:00,1992,2,Brisbane Lions,Collingwood,88.0,154.0,loss,1447.9929803305272,1444.087398451413,-3.905581879114147,Victoria Park
match,11161.0,1992-03-28 03:10:00+00:00,1992,2,Melbourne,Geelong,113.0,105.0,win,1515.8498775560727,1518.3583376219838,2.508460065910995,M.C.G.
match,11161.0,1992-03-28 03:10:00+00:00,1992,2,Geelong,Melbourne,105.0,113.0,loss,1519.0204314914722,1516.5119714255611,-2.508460065910995,M.C.G.
match,11162.0,1992-03-28 03:10:00+00:00,1992,2,Richmond,North Melbourne,65.0,131.0,loss,1473.69575250431,1467.0107142911522,-6.68503821315777,Waverley Park
match,11162.0,1992-03-28 03:10:00+00:00,1992,2,North Melbourne,Richmond,131.0,65.0,win,1501.213322078503,1507.8983602916608,6.68503821315777,Waverley Park
match,11163.0,1992-03-29 03:10:00+00:00,1992,2,Essendon,Fitzroy,98.0,150.0,loss,1512.2737149702857,1504.7278035928307,-7.545911377455004,M.C.G.
match,11163.0,1992-03-29 03:10:00+00:00,1992,2,Fitzroy,Essendon,150.0,98.0,win,1459.636395726661,1467.182307104116,7.545911377455004,M.C.G.
match,11164.0,1992-03-29 03:10:00+00:00,1992,2,Sydney,West Coast,98.0,95.0,win,1468.981621555752,1470.856496680494,1.874875124741957,S.C.G.
match,11164.0,1992-03-29 03:10:00+00:00,1992,2,West Coast,Sydney,95.0,98.0,loss,1544.4584883061862,1542.5836131814442,-1.874875124741957,S.C.G.
match,11165.0,1992-03-29 03:10:00+00:00,1992,2,Western Bulldogs,St Kilda,108.0,76.0,win,1498.500918977397,1502.9034464711533,4.40252749375616,Western Oval
match,11165.0,1992-03-29 03:10:00+00:00,1992,2,St Kilda,Western Bulldogs,76.0,108.0,loss,1516.6723300290269,1512.2698025352706,-4.40252749375616,Western Oval
match,11166.0,1992-04-04 03:10:00+00:00,1992,3,Collingwood,Sydney,116.0,97.0,win,1523.3656207270326,1526.265259324976,2.899638597943331,Victoria Park
match,11166.0,1992-04-04 03:10:00+00:00,1992,3,Sydney,Collingwood,97.0,116.0,loss,1470.856496680494,1467.9568580825508,-2.899638597943331,Victoria Park
match,11167.0,1992-04-04 03:10:00+00:00,1992,3,Melbourne,Adelaide,95.0,104.0,loss,1518.3583376219838,1514.417577142441,-3.9407604795427664,Princes Park
match,11167.0,1992-04-04 03:10:00+00:00,1992,3,Adelaide,Melbourne,104.0,95.0,win,1489.788316780925,1493.7290772604679,3.9407604795427664,Princes Park
match,11168.0,1992-04-04 03:10:00+00:00,1992,3,North Melbourne,Hawthorn,75.0,101.0,loss,1507.8983602916608,1502.7746893853785,-5.123670906282398,M.C.G.
match,11168.0,1992-04-04 03:10:00+00:00,1992,3,Hawthorn,North Melbourne,101.0,75.0,win,1535.5137301784318,1540.6374010847142,5.123670906282398,M.C.G.
match,11169.0,1992-04-05 03:10:00+00:00,1992,3,Brisbane Lions,Fitzroy,82.0,58.0,win,1444.087398451413,1448.1718598223063,4.084461370893334,Carrara
match,11169.0,1992-04-05 03:10:00+00:00,1992,3,Fitzroy,Brisbane Lions,58.0,82.0,loss,1467.182307104116,1463.0978457332228,-4.084461370893334,Carrara
match,11170.0,1992-04-05 03:10:00+00:00,1992,3,Geelong,Richmond,198.0,72.0,win,1516.5119714255611,1521.4627469038012,4.95077547824007,Kardinia Park
match,11170.0,1992-04-05 03:10:00+00:00,1992,3,Richmond,Geelong,72.0,198.0,loss,1467.0107142911522,1462.0599388129122,-4.95077547824007,Kardinia Park
match,11171.0,1992-04-05 03:10:00+00:00,1992,3,West Coast,St Kilda,113.0,80.0,win,1542.5836131814442,1546.3486250107694,3.765011829325313,Subiaco
match,11171.0,1992-04-05 03:10:00+00:00,1992,3,St Kilda,West Coast,80.0,113.0,loss,1512.2698025352706,1508.5047907059454,-3.765011829325313,Subiaco
match,11172.0,1992-04-05 03:10:00+00:00,1992,3,Western Bulldogs,Essendon,69.0,91.0,loss,1502.9034464711533,1497.7293349832898,-5.174111487863348,Western Oval
match,11172.0,1992-04-05 03:10:00+00:00,1992,3,Essendon,Western Bulldogs,91.0,69.0,win,1504.7278035928307,1509.9019150806942,5.174111487863348,Western Oval
match,11173.0,1992-04-10 08:40:00+00:00,1992,4,North Melbourne,Carlton,110.0,125.0,loss,1502.7746893853785,1498.1743688985273,-4.6003204868511975,M.C.G.
match,11173.0,1992-04-10 08:40:00+00:00,1992,4,Carlton,North Melbourne,125.0,110.0,win,1496.9420806665305,1501.5424011533817,4.6003204868511975,M.C.G.
match,11174.0,1992-04-11 03:10:00+00:00,1992,4,Essendon,Collingwood,115.0,124.0,loss,1509.9019150806942,1506.3541212869889,-3.5477937937053343,Waverley Park
match,11174.0,1992-04-11 03:10:00+00:00,1992,4,Collingwood,Essendon,124.0,115.0,win,1526.265259324976,1529.8130531186812,3.5477937937053343,Waverley Park
match,11175.0,1992-04-11 03:10:00+00:00,1992,4,Richmond,Melbourne,119.0,69.0,win,1462.0599388129122,1467.6201556217002,5.560216808788028,M.C.G.
match,11175.0,1992-04-11 03:10:00+00:00,1992,4,Melbourne,Richmond,69.0,119.0,loss,1514.417577142441,1508.8573603336529,-5.560216808788028,M.C.G.
match,11176.0,1992-04-11 03:10:00+00:00,1992,4,St Kilda,Hawthorn,108.0,98.0,win,1508.5047907059454,1511.5397788551227,3.034988149177144,Moorabbin Oval
match,11176.0,1992-04-11 03:10:00+00:00,1992,4,Hawthorn,St Kilda,98.0,108.0,loss,1540.6374010847142,1537.602412935537,-3.034988149177144,Moorabbin Oval
match,11177.0,1992-04-11 03:10:00+00:00,1992,4,Fitzroy,Adelaide,130.0,97.0,win,1463.0978457332228,1467.7206809367594,4.6228352035366145,Princes Park
match,11177.0,1992-04-11 03:10:00+00:00,1992,4,Adelaide,Fitzroy,97.0,130.0,loss,1493.7290772604679,1489.1062420569313,-4.6228352035366145,Princes Park
match,11178.0,1992-04-12 03:10:00+00:00,1992,4,Sydney,Western Bulldogs,119.0,165.0,loss,1467.9568580825508,1461.917828215556,-6.039029866994621,S.C.G.
match,11178.0,1992-04-12 03:10:00+00:00,1992,4,Western Bulldogs,Sydney,165.0,119.0,win,1497.7293349832898,1503.7683648502846,6.039029866994621,S.C.G.
match,11179.0,1992-04-12 03:10:00+00:00,1992,4,West Coast,Geelong,107.0,131.0,loss,1546.3486250107694,1540.686443534751,-5.662181476018396,Subiaco
match,11179.0,1992-04-12 03:10:00+00:00,1992,4,Geelong,West Coast,131.0,107.0,win,1521.4627469038012,1527.1249283798195,5.662181476018396,Subiaco
match,11180.0,1992-04-18 03:10:00+00:00,1992,5,Carlton,Sydney,73.0,94.0,loss,1501.5424011533817,1495.9542714441413,-5.588129709240226,Princes Park
match,11180.0,1992-04-18 03:10:00+00:00,1992,5,Sydney,Carlton,94.0,73.0,win,1461.917828215556,1467.5059579247963,5.588129709240226,Princes Park
match,11181.0,1992-04-18 03:10:00+00:00,1992,5,Hawthorn,Essendon,114.0,141.0,loss,1537.602412935537,1531.6393807816785,-5.963032153858521,Waverley Park
match,11181.0,1992-04-18 03:10:00+00:00,1992,5,Essendon,Hawthorn,141.0,114.0,win,1506.3541212869889,1512.3171534408473,5.963032153858521,Waverley Park
match,11182.0,1992-04-18 03:10:00+00:00,1992,5,North Melbourne,Western Bulldogs,101.0,140.0,loss,1498.1743688985273,1492.0471580105047,-6.127210888022492,M.C.G.
match,11182.0,1992-04-18 03:10:00+00:00,1992,5,Western Bulldogs,North Melbourne,140.0,101.0,win,1503.7683648502846,1509.8955757383071,6.127210888022492,M.C.G.
match,11183.0,1992-04-18 08:40:00+00:00,1992,5,Brisbane Lions,West Coast,92.0,92.0,draw,1448.1718598223063,1448.1718598223063,0.0,Carrara
match,11183.0,1992-04-18 08:40:00+00:00,1992,5,West Coast,Brisbane Lions,92.0,92.0,draw,1540.686443534751,1540.686443534751,-0.0,Carrara
match,11184.0,1992-04-19 03:10:00+00:00,1992,5,Adelaide,Richmond,151.0,117.0,win,1489.1062420569313,1493.0269535031468,3.9207114462155688,Football Park
match,11184.0,1992-04-19 03:10:00+00:00,1992,5,Richmond,Adelaide,117.0,151.0,loss,1467.6201556217002,1463.6994441754846,-3.9207114462155688,Football Park
match,11185.0,1992-04-20 03:10:00+00:00,1992,5,Melbourne,Collingwood,98.0,131.0,loss,1508.8573603336529,1503.2438061802682,-5.6135541533848174,M.C.G.
match,11185.0,1992-04-20 03:10:00+00:00,1992,5,Collingwood,Melbourne,131.0,98.0,win,1529.8130531186812,1535.426607272066,5.6135541533848174,M.C.G.
match,11186.0,1992-04-20 03:10:00+00:00,1992,5,Fitzroy,St Kilda,108.0,128.0,loss,1467.7206809367594,1463.2244143718742,-4.4962665648851186,Princes Park
match,11186.0,1992-04-20 03:10:00+00:00,1992,5,St Kilda,Fitzroy,128.0,108.0,win,1511.5397788551227,1516.036045420008,4.4962665648851186,Princes Park
match,11187.0,1992-04-24 08:40:00+00:00,1992,6,Sydney,North Melbourne,76.0,125.0,loss,1467.5059579247963,1461.2768037096052,-6.2291542151911194,S.C.G.
match,11187.0,1992-04-24 08:40:00+00:00,1992,6,North Melbourne,Sydney,125.0,76.0,win,1492.0471580105047,1498.2763122256958,6.2291542151911194,S.C.G.
match,11188.0,1992-04-25 03:10:00+00:00,1992,6,Carlton,St Kilda,121.0,113.0,win,1495.9542714441413,1498.6056393073154,2.651367863174018,Princes Park
match,11188.0,1992-04-25 03:10:00+00:00,1992,6,St Kilda,Carlton,113.0,121.0,loss,1516.036045420008,1513.3846775568338,-2.651367863174018,Princes Park
match,11189.0,1992-04-25 03:10:00+00:00,1992,6,Collingwood,Hawthorn,111.0,135.0,loss,1535.426607272066,1530.029425340249,-5.397181931816991,Waverley Park
match,11189.0,1992-04-25 03:10:00+00:00,1992,6,Hawthorn,Collingwood,135.0,111.0,win,1531.6393807816785,1537.0365627134954,5.397181931816991,Waverley Park
match,11190.0,1992-04-25 03:10:00+00:00,1992,6,Essendon,Melbourne,124.0,123.0,win,1512.3171534408473,1512.993800051726,0.6766466108788954,M.C.G.
match,11190.0,1992-04-25 03:10:00+00:00,1992,6,Melbourne,Essendon,123.0,124.0,loss,1503.2438061802682,1502.5671595693893,-0.6766466108788954,M.C.G.
match,11191.0,1992-04-26 03:10:00+00:00,1992,6,Adelaide,Brisbane Lions,134.0,74.0,win,1493.0269535031468,1497.2459837206209,4.2190302174741054,Football Park
match,11191.0,1992-04-26 03:10:00+00:00,1992,6,Brisbane Lions,Adelaide,74.0,134.0,loss,1448.1718598223063,1443.9528296048322,-4.2190302174741054,Football Park
match,11192.0,1992-04-26 03:10:00+00:00,1992,6,Geelong,Fitzroy,175.0,77.0,win,1527.1249283798195,1531.5524847267186,4.427556346899129,Kardinia Park
