event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change,venue
match,14819.0,2012-03-31 05:45:00+00:00,2012,1,Gold Coast,Adelaide,68.0,137.0,loss,1457.532700790258,1450.6927115393137,-6.839989250944439,Carrara
match,14819.0,2012-03-31 05:45:00+00:00,2012,1,Adelaide,Gold Coast,137.0,68.0,win,1480.541598926346,1487.3815881772905,6.839989250944439,Carrara
match,14820.0,2012-03-31 08:45:00+00:00,2012,1,Fremantle,Geelong,105.0,101.0,win,1485.914080689679,1488.114098994847,2.2000183051680553,Subiaco
match,14820.0,2012-03-31 08:45:00+00:00,2012,1,Geelong,Fremantle,101.0,105.0,loss,1559.3786389603647,1557.1786206551967,-2.2000183051680553,Subiaco
match,14821.0,2012-03-31 08:45:00+00:00,2012,1,North Melbourne,Essendon,102.0,104.0,loss,1498.077039845339,1496.408718050188,-1.6683217951507663,Docklands
match,14821.0,2012-03-31 08:45:00+00:00,2012,1,Essendon,North Melbourne,104.0,102.0,win,1487.222330582302,1488.8906523774529,1.6683217951507663,Docklands
match,14822.0,2012-04-01 03:10:00+00:00,2012,1,Western Bulldogs,West Coast,87.0,136.0,loss,1502.452404915865,1495.9296572336193,-6.522747682245604,Docklands
match,14822.0,2012-04-01 03:10:00+00:00,2012,1,West Coast,Western Bulldogs,136.0,87.0,win,1508.6493515820675,1515.1720992643131,6.522747682245604,Docklands
match,14823.0,2012-04-01 06:40:00+00:00,2012,1,Port Adelaide,St Kilda,89.0,85.0,win,1456.9735534521437,1459.1191624196613,2.1456089675175543,Football Park
match,14823.0,2012-04-01 06:40:00+00:00,2012,1,St Kilda,Port Adelaide,85.0,89.0,loss,1521.5062649793608,1519.3606560118433,-2.1456089675175543,Football Park
match,14824.0,2012-04-05 09:40:00+00:00,2012,2,Brisbane Lions,Carlton,63.0,154.0,loss,1474.7750244495585,1468.0033445478275,-6.771679901731083,Gabba
match,14824.0,2012-04-05 09:40:00+00:00,2012,2,Carlton,Brisbane Lions,154.0,63.0,win,1526.5617906531716,1533.3334705549025,6.771679901731083,Gabba
match,14825.0,2012-04-07 03:45:00+00:00,2012,2,Essendon,Port Adelaide,111.0,86.0,win,1488.8906523774529,1492.3495537513177,3.458901373864897,Docklands
match,14825.0,2012-04-07 03:45:00+00:00,2012,2,Port Adelaide,Essendon,86.0,111.0,loss,1459.1191624196613,1455.6602610457965,-3.458901373864897,Docklands
match,14826.0,2012-04-07 04:10:00+00:00,2012,2,Sydney,Fremantle,94.0,81.0,win,1517.9203468028172,1520.6614221724906,2.741075369673251,S.C.G.
match,14826.0,2012-04-07 04:10:00+00:00,2012,2,Fremantle,Sydney,81.0,94.0,loss,1488.114098994847,1485.3730236251736,-2.741075369673251,S.C.G.
match,14827.0,2012-04-07 06:40:00+00:00,2012,2,West Coast,Melbourne,166.0,58.0,win,1515.1720992643131,1520.0522402839067,4.8801410195936255,Subiaco
match,14827.0,2012-04-07 06:40:00+00:00,2012,2,Melbourne,West Coast,58.0,166.0,loss,1471.0581046460695,1466.177963626476,-4.8801410195936255,Subiaco
match,14828.0,2012-04-07 09:40:00+00:00,2012,2,Adelaide,Western Bulldogs,82.0,64.0,win,1487.3815881772905,1490.9136827868704,3.5320946095798407,Football Park
match,14828.0,2012-04-07 09:40:00+00:00,2012,2,Western Bulldogs,Adelaide,64.0,82.0,loss,1495.9296572336193,1492.3975626240394,-3.5320946095798407,Football Park
match,14829.0,2012-04-07 09:40:00+00:00,2012,2,Collingwood,Richmond,85.0,64.0,win,1553.6028386852029,1556.2286889132772,2.625850228074379,M.C.G.
match,14829.0,2012-04-07 09:40:00+00:00,2012,2,Richmond,Collingwood,64.0,85.0,loss,1466.8512860423489,1464.2254358142745,-2.625850228074379,M.C.G.
match,14830.0,2012-04-08 03:10:00+00:00,2012,2,North Melbourne,Greater Western Sydney,183.0,54.0,win,1496.408718050188,1502.2799087399972,5.871190689809096,Bellerive Oval
match,14830.0,2012-04-08 03:10:00+00:00,2012,2,Greater Western Sydney,North Melbourne,54.0,183.0,loss,1493.1111162758884,1487.2399255860794,-5.871190689809096,Bellerive Oval
match,14831.0,2012-04-08 06:40:00+00:00,2012,2,St Kilda,Gold Coast,139.0,47.0,win,1519.3606560118433,1523.643290346447,4.282634334603785,Docklands
match,14831.0,2012-04-08 06:40:00+00:00,2012,2,Gold Coast,St Kilda,47.0,139.0,loss,1450.6927115393137,1446.41007720471,-4.282634334603785,Docklands
match,14832.0,2012-04-09 05:10:00+00:00,2012,2,Geelong,Hawthorn,92.0,90.0,win,1557.1786206551967,1558.2559108740472,1.077290218850439,M.C.G.
match,14832.0,2012-04-09 05:10:00+00:00,2012,2,Hawthorn,Geelong,90.0,92.0,loss,1537.8737183387227,1536.7964281198722,-1.077290218850439,M.C.G.
match,14833.0,2012-04-13 09:50:00+00:00,2012,3,Carlton,Collingwood,122.0,62.0,win,1533.3334705549025,1538.665757772389,5.332287217486487,M.C.G.
match,14833.0,2012-04-13 09:50:00+00:00,2012,3,Collingwood,Carlton,62.0,122.0,loss,1556.2286889132772,1550.8964016957907,-5.332287217486487,M.C.G.
match,14834.0,2012-04-14 03:45:00+00:00,2012,3,Richmond,Melbourne,133.0,74.0,win,1464.2254358142745,1469.1830693556176,4.9576335413431165,M.C.G.
match,14834.0,2012-04-14 03:45:00+00:00,2012,3,Melbourne,Richmond,74.0,133.0,loss,1466.177963626476,1461.220330085133,-4.9576335413431165,M.C.G.
match,14835.0,2012-04-14 04:10:00+00:00,2012,3,Port Adelaide,Sydney,83.0,105.0,loss,1455.6602610457965,1451.2862514048447,-4.374009640951676,Football Park
match,14835.0,2012-04-14 04:10:00+00:00,2012,3,Sydney,Port Adelaide,105.0,83.0,win,1520.6614221724906,1525.0354318134423,4.374009640951676,Football Park
match,14836.0,2012-04-14 06:40:00+00:00,2012,3,Fremantle,Brisbane Lions,64.0,35.0,win,1485.3730236251736,1489.1625536844201,3.789530059246571,Subiaco
match,14836.0,2012-04-14 06:40:00+00:00,2012,3,Brisbane Lions,Fremantle,35.0,64.0,loss,1468.0033445478275,1464.213814488581,-3.789530059246571,Subiaco
match,14837.0,2012-04-14 09:40:00+00:00,2012,3,Gold Coast,Essendon,88.0,105.0,loss,1446.41007720471,1442.1889399046909,-4.2211373000191035,Carrara
match,14837.0,2012-04-14 09:40:00+00:00,2012,3,Essendon,Gold Coast,105.0,88.0,win,1492.3495537513177,1496.5706910513368,4.2211373000191035,Carrara
match,14838.0,2012-04-14 09:40:00+00:00,2012,3,Western Bulldogs,St Kilda,40.0,103.0,loss,1492.3975626240394,1485.8558001314473,-6.541762492592121,Docklands
match,14838.0,2012-04-14 09:40:00+00:00,2012,3,St Kilda,Western Bulldogs,103.0,40.0,win,1523.643290346447,1530.1850528390391,6.541762492592121,Docklands
match,14839.0,2012-04-15 03:10:00+00:00,2012,3,Greater Western Sydney,West Coast,69.0,150.0,loss,1487.2399255860794,1480.3038358226943,-6.936089763384989,Blacktown
match,14839.0,2012-04-15 03:10:00+00:00,2012,3,West Coast,Greater Western Sydney,150.0,69.0,win,1520.0522402839067,1526.9883300472918,6.936089763384989,Blacktown
match,14840.0,2012-04-15 05:15:00+00:00,2012,3,Hawthorn,Adelaide,140.0,84.0,win,1536.7964281198722,1540.924096772633,4.127668652760813,M.C.G.
match,14840.0,2012-04-15 05:15:00+00:00,2012,3,Adelaide,Hawthorn,84.0,140.0,loss,1490.9136827868704,1486.7860141341096,-4.127668652760813,M.C.G.
match,14841.0,2012-04-15 06:40:00+00:00,2012,3,North Melbourne,Geelong,131.0,114.0,win,1502.2799087399972,1506.2899629186993,4.0100541787022355,Docklands
match,14841.0,2012-04-15 06:40:00+00:00,2012,3,Geelong,North Melbourne,114.0,131.0,loss,1558.2559108740472,1554.245856695345,-4.0100541787022355,Docklands
match,14842.0,2012-04-20 09:50:00+00:00,2012,4,St Kilda,Fremantle,79.0,92.0,loss,1530.1850528390391,1525.4785226162,-4.706530222839088,Docklands
match,14842.0,2012-04-20 09:50:00+00:00,2012,4,Fremantle,St Kilda,92.0,79.0,win,1489.1625536844201,1493.8690839072592,4.706530222839088,Docklands
match,14843.0,2012-04-21 03:45:00+00:00,2012,4,Carlton,Essendon,79.0,109.0,loss,1538.665757772389,1532.3608748227662,-6.304882949622987,M.C.G.
match,14843.0,2012-04-21 03:45:00+00:00,2012,4,Essendon,Carlton,109.0,79.0,win,1496.5706910513368,1502.8755740009597,6.304882949622987,M.C.G.
match,14844.0,2012-04-21 04:10:00+00:00,2012,4,Collingwood,Port Adelaide,97.0,73.0,win,1550.8964016957907,1553.501943496741,2.6055418009503706,Docklands
match,14844.0,2012-04-21 04:10:00+00:00,2012,4,Port Adelaide,Collingwood,73.0,97.0,loss,1451.2862514048447,1448.6807096038945,-2.6055418009503706,Docklands
match,14845.0,2012-04-21 06:40:00+00:00,2012,4,Adelaide,Greater Western Sydney,96.0,50.0,win,1486.7860141341096,1491.2923005409064,4.506286406796897,Football Park
match,14845.0,2012-04-21 06:40:00+00:00,2012,4,Greater Western Sydney,Adelaide,50.0,96.0,loss,1480.3038358226943,1475.7975494158975,-4.506286406796897,Football Park
match,14846.0,2012-04-21 09:40:00+00:00,2012,4,Brisbane Lions,Gold Coast,111.0,46.0,win,1464.213814488581,1468.8931684466388,4.67935395805795,Gabba
match,14846.0,2012-04-21 09:40:00+00:00,2012,4,Gold Coast,Brisbane Lions,46.0,111.0,loss,1442.1889399046909,1437.509585946633,-4.67935395805795,Gabba
match,14847.0,2012-04-21 09:40:00+00:00,2012,4,West Coast,Hawthorn,51.0,46.0,win,1526.9883300472918,1529.0600161693546,2.071686122062781,Subiaco
match,14847.0,2012-04-21 09:40:00+00:00,2012,4,Hawthorn,West Coast,46.0,51.0,loss,1540.924096772633,1538.8524106505702,-2.071686122062781,Subiaco
match,14848.0,2012-04-22 03:10:00+00:00,2012,4,Geelong,Richmond,75.0,65.0,win,1554.245856695345,1556.2422909654654,1.9964342701203226,GMHBA Stadium
match,14848.0,2012-04-22 03:10:00+00:00,2012,4,Richmond,Geelong,65.0,75.0,loss,1469.1830693556176,1467.1866350854973,-1.9964342701203226,GMHBA Stadium
match,14849.0,2012-04-22 05:15:00+00:00,2012,4,Sydney,North Melbourne,113.0,77.0,win,1525.0354318134423,1529.061970923793,4.026539110350799,S.C.G.
match,14849.0,2012-04-22 05:15:00+00:00,2012,4,North Melbourne,Sydney,77.0,113.0,loss,1506.2899629186993,1502.2634238083485,-4.026539110350799,S.C.G.
match,14850.0,2012-04-22 06:40:00+00:00,2012,4,Melbourne,Western Bulldogs,67.0,88.0,loss,1461.220330085133,1456.408500821002,-4.811829264130816,M.C.G.
match,14850.0,2012-04-22 06:40:00+00:00,2012,4,Western Bulldogs,Melbourne,88.0,67.0,win,1485.8558001314473,1490.6676293955782,4.811829264130816,M.C.G.
match,14851.0,2012-04-25 04:40:00+00:00,2012,5,Collingwood,Essendon,80.0,79.0,win,1553.501943496741,1554.0844415229312,0.5824980261901792,M.C.G.
match,14851.0,2012-04-25 04:40:00+00:00,2012,5,Essendon,Collingwood,79.0,80.0,loss,1502.8755740009597,1502.2930759747694,-0.5824980261901792,M.C.G.
match,14852.0,2012-04-27 10:45:00+00:00,2012,5,Fremantle,Carlton,57.0,65.0,loss,1493.8690839072592,1490.6901494087313,-3.178934498527866,Subiaco
match,14852.0,2012-04-27 10:45:00+00:00,2012,5,Carlton,Fremantle,65.0,57.0,win,1532.3608748227662,1535.5398093212941,3.178934498527866,Subiaco
match,14853.0,2012-04-28 03:45:00+00:00,2012,5,Greater Western Sydney,Western Bulldogs,62.0,104.0,loss,1475.7975494158975,1469.6808283014805,-6.116721114417141,UNSW Canberra Oval
match,14853.0,2012-04-28 03:45:00+00:00,2012,5,Western Bulldogs,Greater Western Sydney,104.0,62.0,win,1490.6676293955782,1496.7843505099952,6.116721114417141,UNSW Canberra Oval
match,14854.0,2012-04-28 06:40:00+00:00,2012,5,North Melbourne,Gold Coast,127.0,93.0,win,1502.2634238083485,1505.603077789694,3.3396539813454065,Docklands
match,14854.0,2012-04-28 06:40:00+00:00,2012,5,Gold Coast,North Melbourne,93.0,127.0,loss,1437.509585946633,1434.1699319652876,-3.3396539813454065,Docklands
match,14855.0,2012-04-28 09:40:00+00:00,2012,5,Melbourne,St Kilda,66.0,84.0,loss,1456.408500821002,1452.3757010942718,-4.032799726730161,M.C.G.
match,14855.0,2012-04-28 09:40:00+00:00,2012,5,St Kilda,Melbourne,84.0,66.0,win,1525.4785226162,1529.5113223429303,4.032799726730161,M.C.G.
match,14856.0,2012-04-28 09:45:00+00:00,2012,5,Brisbane Lions,Geelong,41.0,79.0,loss,1468.8931684466388,1464.0429448980694,-4.850223548569332,Gabba
match,14856.0,2012-04-28 09:45:00+00:00,2012,5,Geelong,Brisbane Lions,79.0,41.0,win,1556.2422909654654,1561.0925145140347,4.850223548569332,Gabba
match,14857.0,2012-04-29 03:10:00+00:00,2012,5,Hawthorn,Sydney,69.0,106.0,loss,1538.8524106505702,1532.594188444922,-6.258222205648113,University of Tasmania Stadium
match,14857.0,2012-04-29 03:10:00+00:00,2012,5,Sydney,Hawthorn,106.0,69.0,win,1529.061970923793,1535.3201931294411,6.258222205648113,University of Tasmania Stadium
match,14858.0,2012-04-29 05:15:00+00:00,2012,5,Richmond,West Coast,97.0,107.0,loss,1467.1866350854973,1463.9053897172093,-3.281245368288022,Docklands
match,14858.0,2012-04-29 05:15:00+00:00,2012,5,West Coast,Richmond,107.0,97.0,win,1529.0600161693546,1532.3412615376426,3.281245368288022,Docklands
match,14859.0,2012-04-29 06:40:00+00:00,2012,5,Adelaide,Port Adelaide,110.0,91.0,win,1491.2923005409064,1494.301339809623,3.009039268716708,Football Park
match,14859.0,2012-04-29 06:40:00+00:00,2012,5,Port Adelaide,Adelaide,91.0,110.0,loss,1448.6807096038945,1445.6716703351779,-3.009039268716708,Football Park
match,14860.0,2012-05-04 09:50:00+00:00,2012,6,Western Bulldogs,Collingwood,77.0,98.0,loss,1496.7843505099952,1492.3817200571652,-4.40263045282996,Docklands
match,14860.0,2012-05-04 09:50:00+00:00,2012,6,Collingwood,Western Bulldogs,98.0,77.0,win,1554.0844415229312,1558.4870719757612,4.40263045282996,Docklands
match,14861.0,2012-05-05 03:40:00+00:00,2012,6,Essendon,Brisbane Lions,129.0,62.0,win,1502.2930759747694,1506.7404207160344,4.447344741264922,Docklands
match,14861.0,2012-05-05 03:40:00+00:00,2012,6,Brisbane Lions,Essendon,62.0,129.0,loss,1464.0429448980694,1459.5956001568045,-4.447344741264922,Docklands
match,14862.0,2012-05-05 03:45:00+00:00,2012,6,Geelong,Melbourne,119.0,76.0,win,1561.0925145140347,1564.0877984515191,2.9952839374844644,GMHBA Stadium
match,14862.0,2012-05-05 03:45:00+00:00,2012,6,Melbourne,Geelong,76.0,119.0,loss,1452.3757010942718,1449.3804171567874,-2.9952839374844644,GMHBA Stadium
match,14863.0,2012-05-05 06:40:00+00:00,2012,6,Gold Coast,Fremantle,87.0,94.0,loss,1434.1699319652876,1431.3257676948456,-2.84416427044205,Carrara
match,14863.0,2012-05-05 06:40:00+00:00,2012,6,Fremantle,Gold Coast,94.0,87.0,win,1490.6901494087313,1493.5343136791732,2.84416427044205,Carrara
match,14864.0,2012-05-05 09:40:00+00:00,2012,6,St Kilda,Hawthorn,88.0,123.0,loss,1529.5113223429303,1523.5388721766813,-5.97245016624912,M.C.G.
match,14864.0,2012-05-05 09:40:00+00:00,2012,6,Hawthorn,St Kilda,123.0,88.0,win,1532.594188444922,1538.5666386111711,5.97245016624912,M.C.G.
match,14865.0,2012-05-05 09:40:00+00:00,2012,6,Sydney,Adelaide,94.0,99.0,loss,1535.3201931294411,1532.259080041649,-3.0611130877920374,S.C.G.
match,14865.0,2012-05-05 09:40:00+00:00,2012,6,Adelaide,Sydney,99.0,94.0,win,1494.301339809623,1497.362452897415,3.0611130877920374,S.C.G.
match,14866.0,2012-05-06 03:10:00+00:00,2012,6,Carlton,Greater Western Sydney,110.0,43.0,win,1535.5398093212941,1539.546952746555,4.007143425260835,Docklands
match,14866.0,2012-05-06 03:10:00+00:00,2012,6,Greater Western Sydney,Carlton,43.0,110.0,loss,1469.6808283014805,1465.6736848762196,-4.007143425260835,Docklands
match,14867.0,2012-05-06 05:15:00+00:00,2012,6,Port Adelaide,Richmond,54.0,91.0,loss,1445.6716703351779,1439.8238520863918,-5.847818248786187,Football Park
match,14867.0,2012-05-06 05:15:00+00:00,2012,6,Richmond,Port Adelaide,91.0,54.0,win,1463.9053897172093,1469.7532079659954,5.847818248786187,Football Park
match,14868.0,2012-05-06 06:40:00+00:00,2012,6,West Coast,North Melbourne,120.0,95.0,win,1532.3412615376426,1535.8380773215508,3.4968157839081275,Subiaco
match,14868.0,2012-05-06 06:40:00+00:00,2012,6,North Melbourne,West Coast,95.0,120.0,loss,1505.603077789694,1502.1062620057858,-3.4968157839081275,Subiaco
match,14869.0,2012-05-11 09:50:00+00:00,2012,7,Melbourne,Hawthorn,49.0,115.0,loss,1449.3804171567874,1443.777905280545,-5.6025118762424135,M.C.G.
match,14869.0,2012-05-11 09:50:00+00:00,2012,7,Hawthorn,Melbourne,115.0,49.0,win,1538.5666386111711,1544.1691504874136,5.6025118762424135,M.C.G.
match,14870.0,2012-05-12 03:15:00+00:00,2012,7,Adelaide,Geelong,122.0,72.0,win,1497.362452897415,1503.15774136168,5.795288464264937,Football Park
match,14870.0,2012-05-12 03:15:00+00:00,2012,7,Geelong,Adelaide,72.0,122.0,loss,1564.0877984515191,1558.292509987254,-5.795288464264937,Football Park
match,14871.0,2012-05-12 03:40:00+00:00,2012,7,Greater Western Sydney,Gold Coast,94.0,67.0,win,1465.6736848762196,1469.1607572155954,3.4870723393757284,UNSW Canberra Oval
match,14871.0,2012-05-12 03:40:00+00:00,2012,7,Gold Coast,Greater Western Sydney,67.0,94.0,loss,1431.3257676948456,1427.8386953554698,-3.4870723393757284,UNSW Canberra Oval
match,14872.0,2012-05-12 06:40:00+00:00,2012,7,Richmond,Sydney,91.0,62.0,win,1469.7532079659954,1474.6408451835034,4.887637217507936,M.C.G.
match,14872.0,2012-05-12 06:40:00+00:00,2012,7,Sydney,Richmond,62.0,91.0,loss,1532.259080041649,1527.371442824141,-4.887637217507936,M.C.G.
match,14873.0,2012-05-12 09:40:00+00:00,2012,7,Brisbane Lions,Collingwood,58.0,116.0,loss,1459.5956001568045,1454.3402940703,-5.255306086504621,Gabba
match,14873.0,2012-05-12 09:40:00+00:00,2012,7,Collingwood,Brisbane Lions,116.0,58.0,win,1558.4870719757612,1563.7423780622657,5.255306086504621,Gabba
match,14874.0,2012-05-12 09:40:00+00:00,2012,7,Essendon,West Coast,113.0,52.0,win,1506.7404207160344,1512.2015632128007,5.461142496766287,Docklands
match,14874.0,2012-05-12 09:40:00+00:00,2012,7,West Coast,Essendon,52.0,113.0,loss,1535.8380773215508,1530.3769348247845,-5.461142496766287,Docklands
match,14875.0,2012-05-13 03:10:00+00:00,2012,7,North Melbourne,Western Bulldogs,83.0,101.0,loss,1502.1062620057858,1497.1453610002495,-4.960901005536132,Docklands
match,14875.0,2012-05-13 03:10:00+00:00,2012,7,Western Bulldogs,North Melbourne,101.0,83.0,win,1492.3817200571652,1497.3426210627015,4.960901005536132,Docklands
match,14876.0,2012-05-13 06:40:00+00:00,2012,7,Fremantle,Port Adelaide,87.0,47.0,win,1493.5343136791732,1497.187965473451,3.6536517942777937,Subiaco
match,14876.0,2012-05-13 06:40:00+00:00,2012,7,Port Adelaide,Fremantle,47.0,87.0,loss,1439.8238520863918,1436.170200292114,-3.6536517942777937,Subiaco
match,14877.0,2012-05-14 09:40:00+00:00,2012,7,St Kilda,Carlton,122.0,98.0,win,1523.5388721766813,1527.5314152963113,3.99254311962998,Docklands
match,14877.0,2012-05-14 09:40:00+00:00,2012,7,Carlton,St Kilda,98.0,122.0,loss,1539.546952746555,1535.554409626925,-3.99254311962998,Docklands
match,14878.0,2012-05-18 09:50:00+00:00,2012,8,Collingwood,Geelong,96.0,84.0,win,1563.7423780622657,1566.6354054176081,2.89302735534229,M.C.G.
match,14878.0,2012-05-18 09:50:00+00:00,2012,8,Geelong,Collingwood,84.0,96.0,loss,1558.292509987254,1555.3994826319117,-2.89302735534229,M.C.G.
match,14879.0,2012-05-19 03:45:00+00:00,2012,8,Port Adelaide,North Melbourne,95.0,93.0,win,1436.170200292114,1437.5630296559111,1.392829363797139,Football Park
match,14879.0,2012-05-19 03:45:00+00:00,2012,8,North Melbourne,Port Adelaide,93.0,95.0,loss,1497.1453610002495,1495.7525316364524,-1.392829363797139,Football Park
match,14880.0,2012-05-19 04:10:00+00:00,2012,8,Hawthorn,Fremantle,119.0,63.0,win,1544.1691504874136,1548.279926795352,4.110776307938401,University of Tasmania Stadium
match,14880.0,2012-05-19 04:10:00+00:00,2012,8,Fremantle,Hawthorn,63.0,119.0,loss,1497.187965473451,1493.0771891655127,-4.110776307938401,University of Tasmania Stadium
match,14881.0,2012-05-19 06:40:00+00:00,2012,8,Sydney,Melbourne,138.0,37.0,win,1527.371442824141,1531.4976199324249,4.126177108283751,S.C.G.
match,14881.0,2012-05-19 06:40:00+00:00,2012,8,Melbourne,Sydney,37.0,138.0,loss,1443.777905280545,1439.651728172261,-4.126177108283751,S.C.G.
match,14882.0,2012-05-19 09:40:00+00:00,2012,8,Western Bulldogs,Gold Coast,72.0,34.0,win,1497.3426210627015,1500.7304106301815,3.387789567479927,Marrara Oval
match,14882.0,2012-05-19 09:40:00+00:00,2012,8,Gold Coast,Western Bulldogs,34.0,72.0,loss,1427.8386953554698,1424.4509057879898,-3.387789567479927,Marrara Oval
match,14883.0,2012-05-19 09:50:00+00:00,2012,8,Essendon,Richmond,128.0,109.0,win,1512.2015632128007,1515.2671349732227,3.0655717604219146,M.C.G.
match,14883.0,2012-05-19 09:50:00+00:00,2012,8,Richmond,Essendon,109.0,128.0,loss,1474.6408451835034,1471.5752734230814,-3.0655717604219146,M.C.G.
match,14884.0,2012-05-20 03:10:00+00:00,2012,8,Brisbane Lions,Greater Western Sydney,132.0,40.0,win,1454.3402940703,1460.1150623987003,5.774768328400386,Gabba
match,14884.0,2012-05-20 03:10:00+00:00,2012,8,Greater Western Sydney,Brisbane Lions,40.0,132.0,loss,1469.1607572155954,1463.385988887195,-5.774768328400386,Gabba
match,14885.0,2012-05-20 05:15:00+00:00,2012,8,Carlton,Adelaide,55.0,124.0,loss,1535.554409626925,1527.7634760830003,-7.790933543924614,Docklands
match,14885.0,2012-05-20 05:15:00+00:00,2012,8,Adelaide,Carlton,124.0,55.0,win,1503.15774136168,1510.9486749056048,7.790933543924614,Docklands
match,14886.0,2012-05-20 06:40:00+00:00,2012,8,West Coast,St Kilda,121.0,91.0,win,1530.3769348247845,1534.4033788892527,4.026444064468146,Subiaco
match,14886.0,2012-05-20 06:40:00+00:00,2012,8,St Kilda,West Coast,91.0,121.0,loss,1527.5314152963113,1523.504971231843,-4.026444064468146,Subiaco
match,14887.0,2012-05-25 09:50:00+00:00,2012,9,Western Bulldogs,Geelong,75.0,95.0,loss,1500.7304106301815,1496.3681733787043,-4.362237251477129,Docklands
match,14887.0,2012-05-25 09:50:00+00:00,2012,9,Geelong,Western Bulldogs,95.0,75.0,win,1555.3994826319117,1559.7617198833889,4.362237251477129,Docklands
match,14888.0,2012-05-26 03:45:00+00:00,2012,9,Richmond,Hawthorn,137.0,75.0,win,1471.5752734230814,1477.8823677916432,6.307094368561778,M.C.G.
match,14888.0,2012-05-26 03:45:00+00:00,2012,9,Hawthorn,Richmond,75.0,137.0,loss,1548.279926795352,1541.97283242679,-6.307094368561778,M.C.G.
match,14889.0,2012-05-26 04:10:00+00:00,2012,9,Gold Coast,Port Adelaide,70.0,118.0,loss,1424.4509057879898,1418.0743996096355,-6.376506178354301,Carrara
match,14889.0,2012-05-26 04:10:00+00:00,2012,9,Port Adelaide,Gold Coast,118.0,70.0,win,1437.5630296559111,1443.9395358342654,6.376506178354301,Carrara
match,14890.0,2012-05-26 06:40:00+00:00,2012,9,St Kilda,Sydney,111.0,83.0,win,1523.504971231843,1527.5914616495668,4.08649041772378,Docklands
match,14890.0,2012-05-26 06:40:00+00:00,2012,9,Sydney,St Kilda,83.0,111.0,loss,1531.4976199324249,1527.411129514701,-4.08649041772378,Docklands
match,14891.0,2012-05-26 09:40:00+00:00,2012,9,Adelaide,Collingwood,49.0,75.0,loss,1510.9486749056048,1506.2025140739108,-4.746160831693847,Football Park
match,14891.0,2012-05-26 09:40:00+00:00,2012,9,Collingwood,Adelaide,75.0,49.0,win,1566.6354054176081,1571.381566249302,4.746160831693847,Football Park
match,14892.0,2012-05-26 09:40:00+00:00,2012,9,Greater Western Sydney,Essendon,53.0,119.0,loss,1463.385988887195,1457.1281247693078,-6.257864117887365,Sydney Showground
match,14892.0,2012-05-26 09:40:00+00:00,2012,9,Essendon,Greater Western Sydney,119.0,53.0,win,1515.2671349732227,1521.52499909111,6.257864117887365,Sydney Showground
match,14893.0,2012-05-27 03:10:00+00:00,2012,9,North Melbourne,Brisbane Lions,112.0,96.0,win,1495.7525316364524,1498.6554353418433,2.9029037053907594,Docklands
match,14893.0,2012-05-27 03:10:00+00:00,2012,9,Brisbane Lions,North Melbourne,96.0,112.0,loss,1460.1150623987003,1457.2121586933094,-2.9029037053907594,Docklands
match,14894.0,2012-05-27 05:15:00+00:00,2012,9,Carlton,Melbourne,107.0,49.0,win,1527.7634760830003,1531.2990975689681,3.535621485967828,M.C.G.
match,14894.0,2012-05-27 05:15:00+00:00,2012,9,Melbourne,Carlton,49.0,107.0,loss,1439.651728172261,1436.1161066862933,-3.535621485967828,M.C.G.
match,14895.0,2012-05-27 06:40:00+00:00,2012,9,West Coast,Fremantle,84.0,36.0,win,1534.4033788892527,1538.4309652072868,4.027586318034143,Subiaco
match,14895.0,2012-05-27 06:40:00+00:00,2012,9,Fremantle,West Coast,36.0,84.0,loss,1493.0771891655127,1489.0496028474786,-4.027586318034143,Subiaco
match,14896.0,2012-06-01 09:50:00+00:00,2012,10,St Kilda,Richmond,113.0,121.0,loss,1527.5914616495668,1523.6824838338691,-3.908977815697574,Docklands
match,14896.0,2012-06-01 09:50:00+00:00,2012,10,Richmond,St Kilda,121.0,113.0,win,1477.8823677916432,1481.7913456073409,3.908977815697574,Docklands
match,14897.0,2012-06-02 03:45:00+00:00,2012,10,Geelong,Greater Western Sydney,126.0,61.0,win,1559.7617198833889,1563.193184178607,3.4314642952180634,GMHBA Stadium
match,14897.0,2012-06-02 03:45:00+00:00,2012,10,Greater Western Sydney,Geelong,61.0,126.0,loss,1457.1281247693078,1453.6966604740896,-3.4314642952180634,GMHBA Stadium
match,14898.0,2012-06-02 04:10:00+00:00,2012,10,Hawthorn,North Melbourne,174.0,59.0,win,1541.97283242679,1546.937380428465,4.964548001674916,University of Tasmania Stadium
match,14898.0,2012-06-02 04:10:00+00:00,2012,10,North Melbourne,Hawthorn,59.0,174.0,loss,1498.6554353418433,1493.6908873401683,-4.964548001674916,University of Tasmania Stadium
match,14899.0,2012-06-02 06:40:00+00:00,2012,10,Fremantle,Adelaide,82.0,111.0,loss,1489.0496028474786,1483.601534148661,-5.448068698817695,Subiaco
match,14899.0,2012-06-02 06:40:00+00:00,2012,10,Adelaide,Fremantle,111.0,82.0,win,1506.2025140739108,1511.6505827727285,5.448068698817695,Subiaco
match,14900.0,2012-06-02 09:40:00+00:00,2012,10,Essendon,Melbourne,52.0,58.0,loss,1521.52499909111,1517.8744546817372,-3.6505444093726482,M.C.G.
