event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change,venue
match,16501.0,2020-06-27 09:40:00+00:00,2020,4,Fremantle,Gold Coast,51.0,64.0,loss,1489.4131999225049,1486.5086661864239,-2.904533736081074,Carrara
match,16502.0,2020-06-28 03:05:00+00:00,2020,4,Brisbane Lions,Adelaide,83.0,46.0,win,1503.0547188166688,1507.1682579715666,4.113539154897771,Gabba
match,16502.0,2020-06-28 03:05:00+00:00,2020,4,Adelaide,Brisbane Lions,46.0,83.0,loss,1488.1142823269893,1484.0007431720915,-4.113539154897771,Gabba
match,16503.0,2020-06-28 05:35:00+00:00,2020,4,Melbourne,Geelong,44.0,47.0,loss,1497.0527071600964,1494.9621335615666,-2.0905735985296854,M.C.G.
match,16503.0,2020-06-28 05:35:00+00:00,2020,4,Geelong,Melbourne,47.0,44.0,win,1499.309462047118,1501.4000356456477,2.0905735985296854,M.C.G.
match,16504.0,2020-06-28 08:10:00+00:00,2020,4,Hawthorn,North Melbourne,58.0,54.0,win,1504.799905978387,1506.5399415408829,1.740035562495876,Docklands
match,16504.0,2020-06-28 08:10:00+00:00,2020,4,North Melbourne,Hawthorn,54.0,58.0,loss,1502.1307253109733,1500.3906897484774,-1.740035562495876,Docklands
match,16505.0,2020-07-02 09:40:00+00:00,2020,5,Carlton,St Kilda,55.0,73.0,loss,1497.881075723948,1493.086182423229,-4.794893300718911,Docklands
match,16505.0,2020-07-02 09:40:00+00:00,2020,5,St Kilda,Carlton,73.0,55.0,win,1502.5431662716999,1507.3380595724188,4.794893300718911,Docklands
match,16506.0,2020-07-03 09:50:00+00:00,2020,5,Collingwood,Essendon,48.0,63.0,loss,1510.0094398546748,1505.4096414672736,-4.599798387401235,M.C.G.
match,16506.0,2020-07-03 09:50:00+00:00,2020,5,Essendon,Collingwood,63.0,48.0,win,1504.225345342218,1508.8251437296192,4.599798387401235,M.C.G.
match,16507.0,2020-07-04 03:45:00+00:00,2020,5,West Coast,Sydney,77.0,43.0,win,1490.8328305849325,1495.1491053545694,4.316274769636844,Carrara
match,16507.0,2020-07-04 03:45:00+00:00,2020,5,Sydney,West Coast,43.0,77.0,loss,1497.3700009172185,1493.0537261475815,-4.316274769636844,Carrara
match,16508.0,2020-07-04 06:35:00+00:00,2020,5,Geelong,Gold Coast,89.0,52.0,win,1501.4000356456477,1505.79381359824,4.393777952592301,Kardinia Park
match,16508.0,2020-07-04 06:35:00+00:00,2020,5,Gold Coast,Geelong,52.0,89.0,loss,1505.7717581809577,1501.3779802283655,-4.393777952592301,Kardinia Park
match,16509.0,2020-07-04 09:40:00+00:00,2020,5,Brisbane Lions,Port Adelaide,85.0,48.0,win,1507.1682579715666,1511.7071694756103,4.538911504043671,Gabba
match,16509.0,2020-07-04 09:40:00+00:00,2020,5,Port Adelaide,Brisbane Lions,48.0,85.0,loss,1521.4020344467008,1516.8631229426571,-4.538911504043671,Gabba
match,16510.0,2020-07-04 09:40:00+00:00,2020,5,Western Bulldogs,North Melbourne,87.0,38.0,win,1498.6312090831825,1503.346292765906,4.7150836827233995,Docklands
match,16510.0,2020-07-04 09:40:00+00:00,2020,5,North Melbourne,Western Bulldogs,38.0,87.0,loss,1500.3906897484774,1495.675606065754,-4.7150836827233995,Docklands
match,16511.0,2020-07-05 03:05:00+00:00,2020,5,Adelaide,Fremantle,34.0,54.0,loss,1484.0007431720915,1478.9999047643528,-5.0008384077387715,Carrara
match,16511.0,2020-07-05 03:05:00+00:00,2020,5,Fremantle,Adelaide,54.0,34.0,win,1486.5086661864239,1491.5095045941625,5.0008384077387715,Carrara
