event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change
match,97,2025-05-25T15:20:00,2025,11,Melbourne,Sydney,131.0,78.0,win,1480.3182200810734,1493.2079702548542,12.88975017378084
match,97,2025-05-25T15:20:00,2025,11,Sydney,Melbourne,78.0,131.0,loss,1480.2056794310795,1467.3159292572986,-12.88975017378084
match,98,2025-05-25T16:40:00,2025,11,St Kilda,Gold Coast,61.0,80.0,loss,1461.2623723256359,1448.2309021014864,-13.031470224149416
match,98,2025-05-25T16:40:00,2025,11,Gold Coast,St Kilda,80.0,61.0,win,1566.9437079518377,1579.9751781759871,13.031470224149416
match,99,2025-05-29T19:30:00,2025,12,Brisbane Lions,Essendon,90.0,72.0,win,1569.3794726488054,1580.099291193856,10.719818545050657
match,99,2025-05-29T19:30:00,2025,12,Essendon,Brisbane Lions,72.0,90.0,loss,1521.5469999749973,1510.8271814299467,-10.719818545050657
match,100,2025-05-30T19:40:00,2025,12,Collingwood,Hawthorn,107.0,56.0,win,1589.4639395648364,1599.6752302667462,10.211290701909775
match,100,2025-05-30T19:40:00,2025,12,Hawthorn,Collingwood,56.0,107.0,loss,1530.1868502563127,1519.975559554403,-10.211290701909775
match,101,2025-05-31T13:20:00,2025,12,Gold Coast,Fremantle,64.0,75.0,loss,1579.9751781759871,1559.84091705889,-20.13426111709714
match,101,2025-05-31T13:20:00,2025,12,Fremantle,Gold Coast,75.0,64.0,win,1514.8656406481493,1534.9999017652465,20.13426111709714
match,102,2025-05-31T16:15:00,2025,12,Greater Western Sydney,Richmond,80.0,77.0,win,1515.1515075735404,1524.33171367615,9.180206102609645
match,102,2025-05-31T16:15:00,2025,12,Richmond,Greater Western Sydney,77.0,80.0,loss,1429.3868472587174,1420.2066411561077,-9.180206102609645
match,103,2025-05-31T19:35:00,2025,12,Sydney,Adelaide,41.0,131.0,loss,1467.3159292572986,1452.241487308212,-15.074441949086577
match,103,2025-05-31T19:35:00,2025,12,Adelaide,Sydney,131.0,41.0,win,1535.714063534284,1550.7885054833705,15.074441949086577
match,104,2025-06-01T15:20:00,2025,12,Melbourne,St Kilda,63.0,91.0,loss,1493.2079702548542,1473.7512859314802,-19.45668432337402
match,104,2025-06-01T15:20:00,2025,12,St Kilda,Melbourne,91.0,63.0,win,1448.2309021014864,1467.6875864248605,19.45668432337402
match,105,2025-06-01T19:20:00,2025,12,West Coast,Geelong,73.0,116.0,loss,1389.6275101446108,1378.5407827715944,-11.086727373016402
match,105,2025-06-01T19:20:00,2025,12,Geelong,West Coast,116.0,73.0,win,1546.1731906916596,1557.259918064676,11.086727373016402
match,106,2025-06-05T19:30:00,2025,13,Western Bulldogs,Hawthorn,59.0,81.0,loss,1517.3085083487513,1499.5492754065117,-17.759232942239578
match,106,2025-06-05T19:30:00,2025,13,Hawthorn,Western Bulldogs,81.0,59.0,win,1519.975559554403,1537.7347924966425,17.759232942239578
match,107,2025-06-06T19:40:00,2025,13,Adelaide,Brisbane Lions,68.0,63.0,win,1550.7885054833705,1564.6270551003145,13.838549616943965
match,107,2025-06-06T19:40:00,2025,13,Brisbane Lions,Adelaide,63.0,68.0,loss,1580.099291193856,1566.260741576912,-13.838549616943965
match,108,2025-06-07T13:20:00,2025,13,Richmond,Sydney,36.0,80.0,loss,1420.2066411561077,1403.8537716935089,-16.352869462598846
match,108,2025-06-07T13:20:00,2025,13,Sydney,Richmond,80.0,36.0,win,1452.241487308212,1468.594356770811,16.352869462598846
match,109,2025-06-07T16:15:00,2025,13,Geelong,Gold Coast,61.0,37.0,win,1557.259918064676,1570.0805174002458,12.820599335569796
match,109,2025-06-07T16:15:00,2025,13,Gold Coast,Geelong,37.0,61.0,loss,1559.84091705889,1547.0203177233202,-12.820599335569796
match,110,2025-06-07T19:35:00,2025,13,Greater Western Sydney,Port Adelaide,50.0,66.0,loss,1524.33171367615,1504.0574215810555,-20.27429209509455
match,110,2025-06-07T19:35:00,2025,13,Port Adelaide,Greater Western Sydney,66.0,50.0,win,1456.3759843115652,1476.6502764066597,20.27429209509455
match,111,2025-06-08T15:20:00,2025,13,North Melbourne,West Coast,62.0,52.0,win,1429.87020073996,1440.1291228692453,10.258922129285338
match,111,2025-06-08T15:20:00,2025,13,West Coast,North Melbourne,52.0,62.0,loss,1378.5407827715944,1368.281860642309,-10.258922129285338
match,112,2025-06-08T19:20:00,2025,13,Carlton,Essendon,78.0,70.0,win,1466.219304514184,1480.433290918527,14.213986404343132
match,112,2025-06-08T19:20:00,2025,13,Essendon,Carlton,70.0,78.0,loss,1510.8271814299467,1496.6131950256035,-14.213986404343132
match,113,2025-06-09T15:20:00,2025,13,Melbourne,Collingwood,71.0,72.0,loss,1473.7512859314802,1461.3905108446327,-12.360775086847525
match,113,2025-06-09T15:20:00,2025,13,Collingwood,Melbourne,72.0,71.0,win,1599.6752302667462,1612.0360053535937,12.360775086847525
match,114,2025-06-12T19:30:00,2025,14,St Kilda,Western Bulldogs,60.0,132.0,loss,1467.6875864248605,1450.8509179643522,-16.836668460508236
match,114,2025-06-12T19:30:00,2025,14,Western Bulldogs,St Kilda,132.0,60.0,win,1499.5492754065117,1516.38594386702,16.836668460508236
match,115,2025-06-13T19:40:00,2025,14,Hawthorn,Adelaide,47.0,44.0,win,1537.7347924966425,1551.4570597202355,13.722267223593008
match,115,2025-06-13T19:40:00,2025,14,Adelaide,Hawthorn,44.0,47.0,loss,1564.6270551003145,1550.9047878767215,-13.722267223593008
match,116,2025-06-14T13:20:00,2025,14,Brisbane Lions,Greater Western Sydney,96.0,107.0,loss,1566.260741576912,1546.2379579002384,-20.022783676673725
match,116,2025-06-14T13:20:00,2025,14,Greater Western Sydney,Brisbane Lions,107.0,96.0,win,1504.0574215810555,1524.0802052577292,20.022783676673725
match,117,2025-06-14T16:15:00,2025,14,Essendon,Geelong,56.0,151.0,loss,1496.6131950256035,1481.4240039742785,-15.189191051324997
match,117,2025-06-14T16:15:00,2025,14,Geelong,Essendon,151.0,56.0,win,1570.0805174002458,1585.2697084515708,15.189191051324997
match,118,2025-06-14T19:35:00,2025,14,North Melbourne,Fremantle,67.0,73.0,loss,1440.1291228692453,1426.4206676353667,-13.708455233878567
match,118,2025-06-14T19:35:00,2025,14,Fremantle,North Melbourne,73.0,67.0,win,1534.9999017652465,1548.708356999125,13.708455233878567
match,119,2025-06-15T15:20:00,2025,14,Port Adelaide,Melbourne,93.0,68.0,win,1476.6502764066597,1488.7321113603432,12.081834953683483
match,119,2025-06-15T15:20:00,2025,14,Melbourne,Port Adelaide,68.0,93.0,loss,1461.3905108446327,1449.3086758909492,-12.081834953683483
match,120,2025-06-15T18:10:00,2025,14,West Coast,Carlton,52.0,86.0,loss,1368.281860642309,1355.4291802448847,-12.852680397424365
match,120,2025-06-15T18:10:00,2025,14,Carlton,West Coast,86.0,52.0,win,1480.433290918527,1493.2859713159514,12.852680397424365
match,121,2025-06-19T20:10:00,2025,15,Fremantle,Essendon,104.0,63.0,win,1548.708356999125,1558.8183156412038,10.109958642078709
match,121,2025-06-19T20:10:00,2025,15,Essendon,Fremantle,63.0,104.0,loss,1481.4240039742785,1471.3140453321998,-10.109958642078709
match,122,2025-06-20T19:40:00,2025,15,Geelong,Brisbane Lions,51.0,92.0,loss,1585.2697084515708,1565.9681276183007,-19.30158083327001
match,122,2025-06-20T19:40:00,2025,15,Brisbane Lions,Geelong,92.0,51.0,win,1546.2379579002384,1565.5395387335084,19.30158083327001
match,123,2025-06-21T13:20:00,2025,15,Carlton,North Melbourne,73.0,84.0,loss,1493.2859713159514,1472.8196907191261,-20.4662805968253
match,123,2025-06-21T13:20:00,2025,15,North Melbourne,Carlton,84.0,73.0,win,1426.4206676353667,1446.886948232192,20.4662805968253
match,124,2025-06-21T16:15:00,2025,15,Port Adelaide,Sydney,52.0,71.0,loss,1488.7321113603432,1470.3359037992045,-18.39620756113868
match,124,2025-06-21T16:15:00,2025,15,Sydney,Port Adelaide,71.0,52.0,win,1468.594356770811,1486.9905643319496,18.39620756113868
match,125,2025-06-21T19:35:00,2025,15,Collingwood,St Kilda,108.0,74.0,win,1612.0360053535937,1618.6937699014472,6.657764547853503
match,125,2025-06-21T19:35:00,2025,15,St Kilda,Collingwood,74.0,108.0,loss,1450.8509179643522,1444.1931534164987,-6.657764547853503
match,126,2025-06-22T13:10:00,2025,15,Greater Western Sydney,Gold Coast,106.0,99.0,win,1524.0802052577292,1537.658464692196,13.578259434466872
match,126,2025-06-22T13:10:00,2025,15,Gold Coast,Greater Western Sydney,99.0,106.0,loss,1547.0203177233202,1533.4420582888533,-13.578259434466872
match,127,2025-06-22T15:20:00,2025,15,Western Bulldogs,Richmond,135.0,56.0,win,1516.38594386702,1524.8561268391315,8.470182972111616
match,127,2025-06-22T15:20:00,2025,15,Richmond,Western Bulldogs,56.0,135.0,loss,1403.8537716935089,1395.3835887213972,-8.470182972111616
match,133,2025-06-26T19:30:00,2025,16,Port Adelaide,Carlton,110.0,60.0,win,1470.3359037992045,1483.3160234667996,12.98011966759509
match,133,2025-06-26T19:30:00,2025,16,Carlton,Port Adelaide,60.0,110.0,loss,1472.8196907191261,1459.839571051531,-12.98011966759509
match,132,2025-06-27T19:40:00,2025,16,Sydney,Western Bulldogs,96.0,105.0,loss,1486.9905643319496,1471.1086622048651,-15.881902127084459
match,132,2025-06-27T19:40:00,2025,16,Western Bulldogs,Sydney,105.0,96.0,win,1524.8561268391315,1540.738028966216,15.881902127084459
match,129,2025-06-28T13:20:00,2025,16,Gold Coast,Melbourne,104.0,85.0,win,1533.4420582888533,1542.7828173125201,9.340759023666806
match,129,2025-06-28T13:20:00,2025,16,Melbourne,Gold Coast,85.0,104.0,loss,1449.3086758909492,1439.9679168672824,-9.340759023666806
match,130,2025-06-28T16:15:00,2025,16,Hawthorn,North Melbourne,150.0,65.0,win,1551.4570597202355,1560.479258877934,9.022199157698424
match,130,2025-06-28T16:15:00,2025,16,North Melbourne,Hawthorn,65.0,150.0,loss,1446.886948232192,1437.8647490744936,-9.022199157698424
match,128,2025-06-28T19:35:00,2025,16,Collingwood,West Coast,88.0,59.0,win,1618.6937699014472,1622.975078203116,4.281308301668787
match,128,2025-06-28T19:35:00,2025,16,West Coast,Collingwood,59.0,88.0,loss,1355.4291802448847,1351.147871943216,-4.281308301668787
match,131,2025-06-29T15:20:00,2025,16,Richmond,Adelaide,54.0,122.0,loss,1395.3835887213972,1384.0987156361948,-11.284873085202435
match,131,2025-06-29T15:20:00,2025,16,Adelaide,Richmond,122.0,54.0,win,1550.9047878767215,1562.189660961924,11.284873085202435
match,134,2025-06-29T17:10:00,2025,16,Fremantle,St Kilda,81.0,69.0,win,1558.8183156412038,1567.0333232384123,8.215007597208569
match,134,2025-06-29T17:10:00,2025,16,St Kilda,Fremantle,69.0,81.0,loss,1444.1931534164987,1435.9781458192901,-8.215007597208569
match,139,2025-07-03T19:30:00,2025,17,North Melbourne,Western Bulldogs,85.0,134.0,loss,1437.8647490744936,1424.2277221867535,-13.637026887740149
match,139,2025-07-03T19:30:00,2025,17,Western Bulldogs,North Melbourne,134.0,85.0,win,1540.738028966216,1554.3750558539562,13.637026887740149
match,136,2025-07-04T19:20:00,2025,17,Carlton,Collingwood,59.0,115.0,loss,1459.839571051531,1448.654699491771,-11.18487155976004
match,136,2025-07-04T19:20:00,2025,17,Collingwood,Carlton,115.0,59.0,win,1622.975078203116,1634.159949762876,11.18487155976004
match,143,2025-07-04T20:20:00,2025,17,West Coast,Greater Western Sydney,52.0,111.0,loss,1351.147871943216,1341.122661263816,-10.025210679399834
match,143,2025-07-04T20:20:00,2025,17,Greater Western Sydney,West Coast,111.0,52.0,win,1537.658464692196,1547.6836753715959,10.025210679399834
match,137,2025-07-05T12:35:00,2025,17,Essendon,Gold Coast,74.0,115.0,loss,1471.3140453321998,1456.6803419886567,-14.633703343543175
match,137,2025-07-05T12:35:00,2025,17,Gold Coast,Essendon,115.0,74.0,win,1542.7828173125201,1557.4165206560633,14.633703343543175
match,138,2025-07-05T16:15:00,2025,17,Geelong,Richmond,124.0,52.0,win,1565.9681276183007,1572.2830214693574,6.314893851056695
match,138,2025-07-05T16:15:00,2025,17,Richmond,Geelong,52.0,124.0,loss,1384.0987156361948,1377.7838217851381,-6.314893851056695
match,135,2025-07-05T19:35:00,2025,17,Brisbane Lions,Port Adelaide,120.0,92.0,win,1565.5395387335084,1575.0072998110127,9.467761077504292
match,135,2025-07-05T19:35:00,2025,17,Port Adelaide,Brisbane Lions,92.0,120.0,loss,1483.3160234667996,1473.8482623892953,-9.467761077504292
match,140,2025-07-05T19:40:00,2025,17,St Kilda,Hawthorn,74.0,94.0,loss,1435.9781458192901,1423.438244840231,-12.539900979059212
match,140,2025-07-05T19:40:00,2025,17,Hawthorn,St Kilda,94.0,74.0,win,1560.479258877934,1573.0191598569932,12.539900979059212
match,141,2025-07-06T13:10:00,2025,17,Sydney,Fremantle,94.0,83.0,win,1471.1086622048651,1487.8514010412987,16.742738836433546
match,141,2025-07-06T13:10:00,2025,17,Fremantle,Sydney,83.0,94.0,loss,1567.0333232384123,1550.2905844019788,-16.742738836433546
match,142,2025-07-06T15:20:00,2025,17,Adelaide,Melbourne,90.0,77.0,win,1562.189660961924,1570.1542056776377,7.964544715713828
match,142,2025-07-06T15:20:00,2025,17,Melbourne,Adelaide,77.0,90.0,loss,1439.9679168672824,1432.0033721515686,-7.964544715713828
match,144,2025-07-10T19:30:00,2025,18,Carlton,Brisbane Lions,66.0,103.0,loss,1448.654699491771,1436.376909642146,-12.277789849624924
match,144,2025-07-10T19:30:00,2025,18,Brisbane Lions,Carlton,103.0,66.0,win,1575.0072998110127,1587.2850896606376,12.277789849624924
