event,match_id,date,year,round,team,opponent,score,opponent_score,result,rating_before,rating_after,rating_change,margin_error
match,86,2025-05-17T19:35:00,2025,10,Western Bulldogs,Essendon,127.0,36.0,win,1571.3337090993036,1587.4240376143675,16.090328515063806,-56.31614980272332
match,86,2025-05-17T19:35:00,2025,10,Essendon,Western Bulldogs,36.0,127.0,loss,1462.598308310197,1446.507979795133,-16.090328515063806,56.31614980272332
match,87,2025-05-18T13:10:00,2025,10,Richmond,North Melbourne,74.0,78.0,loss,1371.3758790832658,1370.749040928483,-0.6268381547826526,2.193933541739284
match,87,2025-05-18T13:10:00,2025,10,North Melbourne,Richmond,78.0,74.0,win,1408.6001449163086,1409.2269830710914,0.6268381547826526,-2.193933541739284
match,88,2025-05-18T15:20:00,2025,10,Brisbane Lions,Melbourne,88.0,99.0,loss,1549.4869781558848,1536.8855526687717,-12.601425487113229,44.1049892048963
match,88,2025-05-18T15:20:00,2025,10,Melbourne,Brisbane Lions,99.0,88.0,win,1447.0670213362996,1459.6684468234128,12.601425487113229,-44.1049892048963
match,89,2025-05-18T16:40:00,2025,10,West Coast,St Kilda,108.0,80.0,win,1362.3789508458187,1377.6177599826417,15.238809136823047,-53.33583197888066
match,89,2025-05-18T16:40:00,2025,10,St Kilda,West Coast,80.0,108.0,loss,1493.7222787613414,1478.4834696245184,-15.238809136823047,53.33583197888066
match,90,2025-05-22T19:30:00,2025,11,Geelong,Western Bulldogs,127.0,113.0,win,1574.6675622414243,1577.4358819109202,2.768319669495944,-9.689118843235804
match,90,2025-05-22T19:30:00,2025,11,Western Bulldogs,Geelong,113.0,127.0,loss,1587.4240376143675,1584.6557179448716,-2.768319669495944,9.689118843235804
match,91,2025-05-23T19:40:00,2025,11,Essendon,Richmond,81.0,58.0,win,1446.507979795133,1445.525198447515,-0.982781347617853,3.4397347166624854
match,91,2025-05-23T19:40:00,2025,11,Richmond,Essendon,58.0,81.0,loss,1370.749040928483,1371.731822276101,0.982781347617853,-3.4397347166624854
match,92,2025-05-24T12:35:00,2025,11,Carlton,Greater Western Sydney,82.0,110.0,loss,1522.89084571324,1513.2664947110918,-9.624351002148208,33.68522850751873
match,92,2025-05-24T12:35:00,2025,11,Greater Western Sydney,Carlton,110.0,82.0,win,1530.149931683165,1539.7742826853132,9.624351002148208,-33.68522850751873
match,93,2025-05-24T16:15:00,2025,11,Hawthorn,Brisbane Lions,60.0,93.0,loss,1564.8581051606204,1551.2886371254883,-13.569468035132056,47.49313812296219
match,93,2025-05-24T16:15:00,2025,11,Brisbane Lions,Hawthorn,93.0,60.0,win,1536.8855526687717,1550.4550207039038,13.569468035132056,-47.49313812296219
match,94,2025-05-24T19:35:00,2025,11,North Melbourne,Collingwood,63.0,108.0,loss,1409.2269830710914,1405.1210902440857,-4.105892827005667,14.370624894519835
match,94,2025-05-24T19:35:00,2025,11,Collingwood,North Melbourne,108.0,63.0,win,1561.744483493012,1565.8503763200176,4.105892827005667,-14.370624894519835
match,95,2025-05-24T20:10:00,2025,11,Fremantle,Port Adelaide,100.0,51.0,win,1512.9866864054945,1521.6380925271008,8.651406121606149,-30.279921425621524
match,95,2025-05-24T20:10:00,2025,11,Port Adelaide,Fremantle,51.0,100.0,loss,1468.1063721079806,1459.4549659863744,-8.651406121606149,30.279921425621524
match,96,2025-05-25T13:10:00,2025,11,Adelaide,West Coast,128.0,62.0,win,1546.2398621642487,1550.9097120084198,4.669849844170926,-16.34447445459824
match,96,2025-05-25T13:10:00,2025,11,West Coast,Adelaide,62.0,128.0,loss,1377.6177599826417,1372.947910138471,-4.669849844170926,16.34447445459824
match,97,2025-05-25T15:20:00,2025,11,Melbourne,Sydney,131.0,78.0,win,1459.6684468234128,1477.4492824119084,17.780835588495588,-62.232924559734556
match,97,2025-05-25T15:20:00,2025,11,Sydney,Melbourne,78.0,131.0,loss,1526.600145062351,1508.8193094738554,-17.780835588495588,62.232924559734556
match,98,2025-05-25T16:40:00,2025,11,St Kilda,Gold Coast,61.0,80.0,loss,1478.4834696245184,1474.2484172294728,-4.235052395045549,14.82268338265942
match,98,2025-05-25T16:40:00,2025,11,Gold Coast,St Kilda,80.0,61.0,win,1525.1927360938807,1529.4277884889264,4.235052395045549,-14.82268338265942
match,99,2025-05-29T19:30:00,2025,12,Brisbane Lions,Essendon,90.0,72.0,win,1550.4550207039038,1545.960033399876,-4.494987304027761,15.732455564097165
match,99,2025-05-29T19:30:00,2025,12,Essendon,Brisbane Lions,72.0,90.0,loss,1445.525198447515,1450.0201857515428,4.494987304027761,-15.732455564097165
match,100,2025-05-30T19:40:00,2025,12,Collingwood,Hawthorn,107.0,56.0,win,1565.8503763200176,1577.2388235204085,11.388447200390763,-39.85956520136767
match,100,2025-05-30T19:40:00,2025,12,Hawthorn,Collingwood,56.0,107.0,loss,1551.2886371254883,1539.9001899250975,-11.388447200390763,39.85956520136767
match,101,2025-05-31T13:20:00,2025,12,Gold Coast,Fremantle,64.0,75.0,loss,1529.4277884889264,1523.585667348796,-5.8421211401304,20.4474239904564
match,101,2025-05-31T13:20:00,2025,12,Fremantle,Gold Coast,75.0,64.0,win,1521.6380925271008,1527.480213667231,5.8421211401304,-20.4474239904564
match,102,2025-05-31T16:15:00,2025,12,Greater Western Sydney,Richmond,80.0,77.0,win,1539.7742826853132,1526.4855355132265,-13.28874717208659,46.51061510230306
match,102,2025-05-31T16:15:00,2025,12,Richmond,Greater Western Sydney,77.0,80.0,loss,1371.731822276101,1385.0205694481876,13.28874717208659,-46.51061510230306
match,103,2025-05-31T19:35:00,2025,12,Sydney,Adelaide,41.0,131.0,loss,1508.8193094738554,1483.9686239406099,-24.8506855332454,86.9773993663589
match,103,2025-05-31T19:35:00,2025,12,Adelaide,Sydney,131.0,41.0,win,1550.9097120084198,1575.7603975416653,24.8506855332454,-86.9773993663589
match,104,2025-06-01T15:20:00,2025,12,Melbourne,St Kilda,63.0,91.0,loss,1477.4492824119084,1467.0777920417345,-10.37149037017397,36.30021629560889
match,104,2025-06-01T15:20:00,2025,12,St Kilda,Melbourne,91.0,63.0,win,1474.2484172294728,1484.6199075996467,10.37149037017397,-36.30021629560889
match,105,2025-06-01T19:20:00,2025,12,West Coast,Geelong,73.0,116.0,loss,1372.947910138471,1373.1256224079316,0.17771226946066626,-0.6219929431123319
match,105,2025-06-01T19:20:00,2025,12,Geelong,West Coast,116.0,73.0,win,1577.4358819109202,1577.2581696414595,-0.17771226946066626,0.6219929431123319
match,106,2025-06-05T19:30:00,2025,13,Western Bulldogs,Hawthorn,59.0,81.0,loss,1584.6557179448716,1573.0303230863165,-11.625394858555296,40.68888200494354
match,106,2025-06-05T19:30:00,2025,13,Hawthorn,Western Bulldogs,81.0,59.0,win,1539.9001899250975,1551.525584783653,11.625394858555296,-40.68888200494354
match,107,2025-06-06T19:40:00,2025,13,Adelaide,Brisbane Lions,68.0,63.0,win,1575.7603975416653,1572.9175143886803,-2.842883152984947,9.950091035447315
match,107,2025-06-06T19:40:00,2025,13,Brisbane Lions,Adelaide,63.0,68.0,loss,1545.960033399876,1548.802916552861,2.842883152984947,-9.950091035447315
match,108,2025-06-07T13:20:00,2025,13,Richmond,Sydney,36.0,80.0,loss,1385.0205694481876,1377.374001911932,-7.646567536255556,26.762986376894446
match,108,2025-06-07T13:20:00,2025,13,Sydney,Richmond,80.0,36.0,win,1483.9686239406099,1491.6151914768654,7.646567536255556,-26.762986376894446
match,109,2025-06-07T16:15:00,2025,13,Geelong,Gold Coast,61.0,37.0,win,1577.2581696414595,1578.1387051919835,0.8805355505240381,-3.0818744268341334
match,109,2025-06-07T16:15:00,2025,13,Gold Coast,Geelong,37.0,61.0,loss,1523.585667348796,1522.705131798272,-0.8805355505240381,3.0818744268341334
match,110,2025-06-07T19:35:00,2025,13,Greater Western Sydney,Port Adelaide,50.0,66.0,loss,1526.4855355132265,1514.9833519755941,-11.502183537632293,40.257642381713026
match,110,2025-06-07T19:35:00,2025,13,Port Adelaide,Greater Western Sydney,66.0,50.0,win,1459.4549659863744,1470.9571495240068,11.502183537632293,-40.257642381713026
match,111,2025-06-08T15:20:00,2025,13,North Melbourne,West Coast,62.0,52.0,win,1405.1210902440857,1403.5499853986462,-1.571104845439582,5.498866959038537
match,111,2025-06-08T15:20:00,2025,13,West Coast,North Melbourne,52.0,62.0,loss,1373.1256224079316,1374.6967272533711,1.571104845439582,-5.498866959038537
match,112,2025-06-08T19:20:00,2025,13,Carlton,Essendon,78.0,70.0,win,1513.2664947110918,1508.8917583568384,-4.374736354253498,15.311577239887242
match,112,2025-06-08T19:20:00,2025,13,Essendon,Carlton,70.0,78.0,loss,1450.0201857515428,1454.3949221057962,4.374736354253498,-15.311577239887242
match,113,2025-06-09T15:20:00,2025,13,Melbourne,Collingwood,71.0,72.0,loss,1467.0777920417345,1472.5178657187826,5.440073677048141,-19.040257869668494
match,113,2025-06-09T15:20:00,2025,13,Collingwood,Melbourne,72.0,71.0,win,1577.2388235204085,1571.7987498433604,-5.440073677048141,19.040257869668494
match,114,2025-06-12T19:30:00,2025,14,St Kilda,Western Bulldogs,60.0,132.0,loss,1484.6199075996467,1468.2206515629803,-16.399256036666447,57.39739612833256
match,114,2025-06-12T19:30:00,2025,14,Western Bulldogs,St Kilda,132.0,60.0,win,1573.0303230863165,1589.429579122983,16.399256036666447,-57.39739612833256
match,115,2025-06-13T19:40:00,2025,14,Hawthorn,Adelaide,47.0,44.0,win,1551.525584783653,1551.7678654697263,0.24228068607338368,-0.8479824012568429
match,115,2025-06-13T19:40:00,2025,14,Adelaide,Hawthorn,44.0,47.0,loss,1572.9175143886803,1572.6752337026069,-0.24228068607338368,0.8479824012568429
match,116,2025-06-14T13:20:00,2025,14,Brisbane Lions,Greater Western Sydney,96.0,107.0,loss,1548.802916552861,1541.1015190830562,-7.7013974698047765,26.95489114431672
match,116,2025-06-14T13:20:00,2025,14,Greater Western Sydney,Brisbane Lions,107.0,96.0,win,1514.9833519755941,1522.684749445399,7.7013974698047765,-26.95489114431672
match,117,2025-06-14T16:15:00,2025,14,Essendon,Geelong,56.0,151.0,loss,1454.3949221057962,1433.9480494690954,-20.44687263670091,71.56405422845319
match,117,2025-06-14T16:15:00,2025,14,Geelong,Essendon,151.0,56.0,win,1578.1387051919835,1598.5855778286843,20.44687263670091,-71.56405422845319
match,118,2025-06-14T19:35:00,2025,14,North Melbourne,Fremantle,67.0,73.0,loss,1403.5499853986462,1408.545001703545,4.995016304898919,-17.482557067146217
match,118,2025-06-14T19:35:00,2025,14,Fremantle,North Melbourne,73.0,67.0,win,1527.480213667231,1522.4851973623322,-4.995016304898919,17.482557067146217
match,119,2025-06-15T15:20:00,2025,14,Port Adelaide,Melbourne,93.0,68.0,win,1470.9571495240068,1476.068629252205,5.111479728198268,-17.890179048693938
match,119,2025-06-15T15:20:00,2025,14,Melbourne,Port Adelaide,68.0,93.0,loss,1472.5178657187826,1467.4063859905843,-5.111479728198268,17.890179048693938
match,120,2025-06-15T18:10:00,2025,14,West Coast,Carlton,52.0,86.0,loss,1374.6967272533711,1372.4249437607616,-2.2717834926094804,7.951242224133182
match,120,2025-06-15T18:10:00,2025,14,Carlton,West Coast,86.0,52.0,win,1508.8917583568384,1511.163541849448,2.2717834926094804,-7.951242224133182
match,121,2025-06-19T20:10:00,2025,15,Fremantle,Essendon,104.0,63.0,win,1522.4851973623322,1525.7325439413867,3.247346579054514,-11.365713026690798
match,121,2025-06-19T20:10:00,2025,15,Essendon,Fremantle,63.0,104.0,loss,1433.9480494690954,1430.700702890041,-3.247346579054514,11.365713026690798
match,122,2025-06-20T19:40:00,2025,15,Geelong,Brisbane Lions,51.0,92.0,loss,1598.5855778286843,1580.622430775425,-17.96314705325915,62.87101468640702
match,122,2025-06-20T19:40:00,2025,15,Brisbane Lions,Geelong,92.0,51.0,win,1541.1015190830562,1559.0646661363153,17.96314705325915,-62.87101468640702
match,123,2025-06-21T13:20:00,2025,15,Carlton,North Melbourne,73.0,84.0,loss,1511.163541849448,1498.5479318390262,-12.615610010421635,44.154635036475725
match,123,2025-06-21T13:20:00,2025,15,North Melbourne,Carlton,84.0,73.0,win,1408.545001703545,1421.1606117139668,12.615610010421635,-44.154635036475725
match,124,2025-06-21T16:15:00,2025,15,Port Adelaide,Sydney,52.0,71.0,loss,1476.068629252205,1469.6076694111093,-6.4609598410956846,22.613359443834895
match,124,2025-06-21T16:15:00,2025,15,Sydney,Port Adelaide,71.0,52.0,win,1491.6151914768654,1498.0761513179611,6.4609598410956846,-22.613359443834895
match,125,2025-06-21T19:35:00,2025,15,Collingwood,St Kilda,108.0,74.0,win,1571.7987498433604,1571.9717428233332,0.1729929799728487,-0.6054754299049705
match,125,2025-06-21T19:35:00,2025,15,St Kilda,Collingwood,74.0,108.0,loss,1468.2206515629803,1468.0476585830074,-0.1729929799728487,0.6054754299049705
match,126,2025-06-22T13:10:00,2025,15,Greater Western Sydney,Gold Coast,106.0,99.0,win,1522.684749445399,1522.5433481848897,-0.14140126050905824,0.49490441178170386
match,126,2025-06-22T13:10:00,2025,15,Gold Coast,Greater Western Sydney,99.0,106.0,loss,1522.705131798272,1522.8465330587812,0.14140126050905824,-0.49490441178170386
match,127,2025-06-22T15:20:00,2025,15,Western Bulldogs,Richmond,135.0,56.0,win,1589.429579122983,1594.7113236079078,5.281744484924941,-18.486105697237292
match,127,2025-06-22T15:20:00,2025,15,Richmond,Western Bulldogs,56.0,135.0,loss,1377.374001911932,1372.092257427007,-5.281744484924941,18.486105697237292
match,133,2025-06-26T19:30:00,2025,16,Port Adelaide,Carlton,110.0,60.0,win,1469.6076694111093,1483.8176881559605,14.210018744851206,-49.73506560697922
match,133,2025-06-26T19:30:00,2025,16,Carlton,Port Adelaide,60.0,110.0,loss,1498.5479318390262,1484.337913094175,-14.210018744851206,49.73506560697922
match,132,2025-06-27T19:40:00,2025,16,Sydney,Western Bulldogs,96.0,105.0,loss,1498.0761513179611,1500.2643779101002,2.1882265921390496,-7.658793072486674
match,132,2025-06-27T19:40:00,2025,16,Western Bulldogs,Sydney,105.0,96.0,win,1594.7113236079078,1592.5230970157688,-2.1882265921390496,7.658793072486674
match,129,2025-06-28T13:20:00,2025,16,Gold Coast,Melbourne,104.0,85.0,win,1522.8465330587812,1522.1722368396242,-0.674296219156921,2.3600367670492233
match,129,2025-06-28T13:20:00,2025,16,Melbourne,Gold Coast,85.0,104.0,loss,1467.4063859905843,1468.0806822097413,0.674296219156921,-2.3600367670492233
match,130,2025-06-28T16:15:00,2025,16,Hawthorn,North Melbourne,150.0,65.0,win,1551.7678654697263,1564.5816330586006,12.813767588874319,-44.84818656106012
match,130,2025-06-28T16:15:00,2025,16,North Melbourne,Hawthorn,65.0,150.0,loss,1421.1606117139668,1408.3468441250925,-12.813767588874319,44.84818656106012
match,128,2025-06-28T19:35:00,2025,16,Collingwood,West Coast,88.0,59.0,win,1571.9717428233332,1563.8612571760066,-8.110485647326543,28.386699765642902
match,128,2025-06-28T19:35:00,2025,16,West Coast,Collingwood,59.0,88.0,loss,1372.4249437607616,1380.5354294080882,8.110485647326543,-28.386699765642902
match,131,2025-06-29T15:20:00,2025,16,Richmond,Adelaide,54.0,122.0,loss,1372.092257427007,1364.8481843038358,-7.244073123171445,25.354255931100056
match,131,2025-06-29T15:20:00,2025,16,Adelaide,Richmond,122.0,54.0,win,1572.6752337026069,1579.9193068257782,7.244073123171445,-25.354255931100056
match,134,2025-06-29T17:10:00,2025,16,Fremantle,St Kilda,81.0,69.0,win,1525.7325439413867,1522.897909272931,-2.8346346684556596,9.921221339594808
match,134,2025-06-29T17:10:00,2025,16,St Kilda,Fremantle,69.0,81.0,loss,1468.0476585830074,1470.8822932514631,2.8346346684556596,-9.921221339594808
match,139,2025-07-03T19:30:00,2025,17,North Melbourne,Western Bulldogs,85.0,134.0,loss,1408.3468441250925,1405.3594336172837,-2.987410507808834,10.455936777330919
match,139,2025-07-03T19:30:00,2025,17,Western Bulldogs,North Melbourne,134.0,85.0,win,1592.5230970157688,1595.5105075235776,2.987410507808834,-10.455936777330919
match,136,2025-07-04T19:20:00,2025,17,Carlton,Collingwood,59.0,115.0,loss,1484.337913094175,1471.8752948143058,-12.462618279869178,43.61916397954212
match,136,2025-07-04T19:20:00,2025,17,Collingwood,Carlton,115.0,59.0,win,1563.8612571760066,1576.3238754558759,12.462618279869178,-43.61916397954212
match,143,2025-07-04T20:20:00,2025,17,West Coast,Greater Western Sydney,52.0,111.0,loss,1380.5354294080882,1371.6788521778599,-8.856577230228465,30.998020305799628
match,143,2025-07-04T20:20:00,2025,17,Greater Western Sydney,West Coast,111.0,52.0,win,1522.5433481848897,1531.399925415118,8.856577230228465,-30.998020305799628
match,137,2025-07-05T12:35:00,2025,17,Essendon,Gold Coast,74.0,115.0,loss,1430.700702890041,1423.3772410292968,-7.3234618607440485,25.63211651260417
match,137,2025-07-05T12:35:00,2025,17,Gold Coast,Essendon,115.0,74.0,win,1522.1722368396242,1529.4956987003684,7.3234618607440485,-25.63211651260417
match,138,2025-07-05T16:15:00,2025,17,Geelong,Richmond,124.0,52.0,win,1580.622430775425,1583.6385560274543,3.016125252029334,-10.55643838210267
match,138,2025-07-05T16:15:00,2025,17,Richmond,Geelong,52.0,124.0,loss,1364.8481843038358,1361.8320590518065,-3.016125252029334,10.55643838210267
match,135,2025-07-05T19:35:00,2025,17,Brisbane Lions,Port Adelaide,120.0,92.0,win,1559.0646661363153,1559.5470248520041,0.4823587156889419,-1.6882555049112966
match,135,2025-07-05T19:35:00,2025,17,Port Adelaide,Brisbane Lions,92.0,120.0,loss,1483.8176881559605,1483.3353294402716,-0.4823587156889419,1.6882555049112966
match,140,2025-07-05T19:40:00,2025,17,St Kilda,Hawthorn,74.0,94.0,loss,1470.8822932514631,1469.7179603805444,-1.1643328709187537,4.075165048215638
match,140,2025-07-05T19:40:00,2025,17,Hawthorn,St Kilda,94.0,74.0,win,1564.5816330586006,1565.7459659295193,1.1643328709187537,-4.075165048215638
match,141,2025-07-06T13:10:00,2025,17,Sydney,Fremantle,94.0,83.0,win,1500.2643779101002,1502.8810587217308,2.616680811630772,-9.158382840707702
match,141,2025-07-06T13:10:00,2025,17,Fremantle,Sydney,83.0,94.0,loss,1522.897909272931,1520.2812284613,-2.616680811630772,9.158382840707702
match,142,2025-07-06T15:20:00,2025,17,Adelaide,Melbourne,90.0,77.0,win,1579.9193068257782,1573.502262210347,-6.417044615431207,22.459656154009224
match,142,2025-07-06T15:20:00,2025,17,Melbourne,Adelaide,77.0,90.0,loss,1468.0806822097413,1474.4977268251725,6.417044615431207,-22.459656154009224
match,144,2025-07-10T19:30:00,2025,18,Carlton,Brisbane Lions,66.0,103.0,loss,1471.8752948143058,1465.4232755312842,-6.452019283021547,22.58206749057541
match,144,2025-07-10T19:30:00,2025,18,Brisbane Lions,Carlton,103.0,66.0,win,1559.5470248520041,1565.9990441350258,6.452019283021547,-22.58206749057541
match,145,2025-07-11T19:40:00,2025,18,Gold Coast,Collingwood,69.0,63.0,win,1529.4956987003684,1532.4119970400475,2.9162983396791042,-10.207044188876864
match,145,2025-07-11T19:40:00,2025,18,Collingwood,Gold Coast,63.0,69.0,loss,1576.3238754558759,1573.4075771161968,-2.9162983396791042,10.207044188876864
