event,date,year,round,team,opponent,standard_rating_before,standard_rating_after,standard_rating_change,margin_rating_before,margin_rating_after,margin_rating_change,margin_error,match_id,score,opponent_score,result
match,2025-03-15T19:35:00,2025,1,North Melbourne,Western Bulldogs,1324.183190159119,1320.1426986483805,-4.040491510738622,1372.4727229685443,1389.5531847151037,17.080461746559397,-32.131995281990854,8.0,97.0,113.0,loss
match,2025-03-16T12:35:00,2025,1,Adelaide,St Kilda,1474.350690863142,1493.1671432541802,18.816452391038126,1505.801533110231,1532.973660399477,27.17212728924599,-51.11657277272254,9.0,135.0,72.0,win
match,2025-03-16T12:35:00,2025,1,St Kilda,Adelaide,1496.5353299058584,1477.7188775148202,-18.816452391038126,1509.1971124347633,1482.0249851455173,-27.17212728924599,51.11657277272254,9.0,72.0,135.0,loss
match,2025-03-16T15:20:00,2025,1,Melbourne,Greater Western Sydney,1515.3716800465047,1509.3765738675693,-5.995106178935485,1485.7915588348385,1484.779679447685,-1.0118793871532734,1.9035611669281818,10.0,74.0,77.0,loss
match,2025-03-16T15:20:00,2025,1,Greater Western Sydney,Melbourne,1559.247422308701,1565.2425284876365,5.995106178935485,1560.8446303161575,1561.8565097033108,1.0118793871532734,-1.9035611669281818,10.0,77.0,74.0,win
match,2025-03-16T18:10:00,2025,1,West Coast,Gold Coast,1352.5181940167192,1331.8213620467143,-20.69683197000503,1356.7525541439263,1313.2672969780356,-43.48525716589082,81.80505297943843,11.0,49.0,136.0,loss
match,2025-03-16T18:10:00,2025,1,Gold Coast,West Coast,1463.159868227406,1483.8567001974109,20.69683197000503,1454.4321162942615,1497.9173734601522,43.48525716589082,-81.80505297943843,11.0,136.0,49.0,win
match,2025-03-20T19:30:00,2025,2,Carlton,Hawthorn,1510.023945372916,1495.2547238523862,-14.769221520529653,1501.35485533924,1494.2861666917297,-7.068688647510235,13.297712535049783,12.0,60.0,80.0,loss
match,2025-03-20T19:30:00,2025,2,Hawthorn,Carlton,1581.4980739767846,1596.2672954973143,14.769221520529653,1607.3559391115386,1614.424627759049,7.068688647510235,-13.297712535049783,12.0,80.0,60.0,win
match,2025-03-21T19:40:00,2025,2,Western Bulldogs,Collingwood,1562.6849769742823,1552.0079044862387,-10.67707248804366,1552.1128825576525,1541.480337305258,-10.63254525239457,20.00208770435119,13.0,70.0,76.0,loss
match,2025-03-21T19:40:00,2025,2,Collingwood,Western Bulldogs,1541.5998114035206,1552.2768838915642,10.67707248804366,1543.81204715703,1554.4445924094246,10.63254525239457,-20.00208770435119,13.0,76.0,70.0,win
match,2025-03-22T13:20:00,2025,2,Essendon,Adelaide,1459.0107231908382,1435.3304321052226,-23.68029108561568,1464.8766140726284,1432.3637925616893,-32.51282151093922,61.16355886011977,14.0,100.0,161.0,loss
match,2025-03-22T13:20:00,2025,2,Adelaide,Essendon,1493.1671432541802,1516.8474343397959,23.68029108561568,1532.973660399477,1565.4864819104162,32.51282151093922,-61.16355886011977,14.0,161.0,100.0,win
match,2025-03-22T16:15:00,2025,2,Port Adelaide,Richmond,1520.8682335944586,1530.5741373208425,9.705903726383891,1478.1721696479565,1499.905769021892,21.73359937393557,-40.88554061980484,15.0,140.0,68.0,win
match,2025-03-22T16:15:00,2025,2,Richmond,Port Adelaide,1365.1315980568243,1355.4256943304404,-9.705903726383891,1375.3996630109352,1353.6660636369998,-21.73359937393557,40.88554061980484,15.0,68.0,140.0,loss
match,2025-03-22T19:35:00,2025,2,St Kilda,Geelong,1477.7188775148202,1487.7580514911322,10.039173976312025,1482.0249851455173,1489.6714230719047,7.646437926387247,-14.38458228005473,16.0,98.0,91.0,win
match,2025-03-22T19:35:00,2025,2,Geelong,St Kilda,1576.2796096433447,1566.2404356670327,-10.039173976312025,1591.7927900176062,1584.146352091219,-7.646437926387247,14.38458228005473,16.0,91.0,98.0,loss
match,2025-03-23T13:10:00,2025,2,Brisbane Lions,West Coast,1632.9842239686636,1636.079503239658,3.0952792709942782,1603.86562747125,1579.3406184759028,-24.525008995347292,46.13677809313444,17.0,94.0,75.0,win
match,2025-03-23T13:10:00,2025,2,West Coast,Brisbane Lions,1331.8213620467143,1328.72608277572,-3.0952792709942782,1313.2672969780356,1337.7923059733828,24.525008995347292,-46.13677809313444,17.0,75.0,94.0,loss
